# vx_i: 470.00 vx_f:   0.00 stages:123 phase:  10.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        7515     0x0020     !    1
       19230     0x0010     !    2
       30950     0x0020     !    3
       42675     0x0010     !    4
       54410     0x0020     !    5
       66150     0x0010     !    6
       77895     0x0020     !    7
       89650     0x0010     !    8
      101410     0x0020     !    9
      113175     0x0010     !   10
      124950     0x0020     !   11
      136730     0x0010     !   12
      148520     0x0020     !   13
      160310     0x0010     !   14
      172115     0x0020     !   15
      183920     0x0010     !   16
      195735     0x0020     !   17
      207555     0x0010     !   18
      219385     0x0020     !   19
      231220     0x0010     !   20
      243060     0x0020     !   21
      254910     0x0010     !   22
      266765     0x0020     !   23
      278630     0x0010     !   24
      290495     0x0020     !   25
      302375     0x0010     !   26
      314255     0x0020     !   27
      326145     0x0010     !   28
      338045     0x0020     !   29
      349950     0x0010     !   30
      361860     0x0020     !   31
      373775     0x0010     !   32
      385700     0x0020     !   33
      397635     0x0010     !   34
      409575     0x0020     !   35
      421520     0x0010     !   36
      433470     0x0020     !   37
      445435     0x0010     !   38
      457400     0x0020     !   39
      469375     0x0010     !   40
      481355     0x0020     !   41
      493345     0x0010     !   42
      505340     0x0020     !   43
      517345     0x0010     !   44
      529355     0x0020     !   45
      541370     0x0010     !   46
      553395     0x0020     !   47
      565425     0x0010     !   48
      577465     0x0020     !   49
      589510     0x0010     !   50
      601565     0x0020     !   51
      613625     0x0010     !   52
      625695     0x0020     !   53
      637770     0x0010     !   54
      649850     0x0020     !   55
      661940     0x0010     !   56
      674035     0x0020     !   57
      686140     0x0010     !   58
      698250     0x0020     !   59
      710370     0x0010     !   60
      722500     0x0020     !   61
      734630     0x0010     !   62
      746770     0x0020     !   63
      758920     0x0010     !   64
      771075     0x0020     !   65
      783240     0x0010     !   66
      795410     0x0020     !   67
      807590     0x0010     !   68
      819775     0x0020     !   69
      831965     0x0010     !   70
      844170     0x0020     !   71
      856375     0x0010     !   72
      868590     0x0020     !   73
      880815     0x0010     !   74
      893045     0x0020     !   75
      905285     0x0010     !   76
      917530     0x0020     !   77
      929785     0x0010     !   78
      942045     0x0020     !   79
      954315     0x0010     !   80
      966590     0x0020     !   81
      978875     0x0010     !   82
      991165     0x0020     !   83
     1003465     0x0010     !   84
     1015770     0x0020     !   85
     1028085     0x0010     !   86
     1040410     0x0020     !   87
     1052740     0x0010     !   88
     1065075     0x0020     !   89
     1077425     0x0010     !   90
     1089775     0x0020     !   91
     1102140     0x0010     !   92
     1114505     0x0020     !   93
     1126885     0x0010     !   94
     1139270     0x0020     !   95
     1151660     0x0010     !   96
     1164060     0x0020     !   97
     1176470     0x0010     !   98
     1188885     0x0020     !   99
     1201310     0x0010     !  100
     1213745     0x0020     !  101
     1226185     0x0010     !  102
     1238630     0x0020     !  103
     1251090     0x0010     !  104
     1263550     0x0020     !  105
     1276025     0x0010     !  106
     1288505     0x0020     !  107
     1300990     0x0010     !  108
     1313490     0x0020     !  109
     1325995     0x0010     !  110
     1338505     0x0020     !  111
     1351025     0x0010     !  112
     1363555     0x0020     !  113
     1376090     0x0010     !  114
     1388635     0x0020     !  115
     1401190     0x0010     !  116
     1413750     0x0020     !  117
     1426320     0x0010     !  118
     1438895     0x0020     !  119
     1451485     0x0010     !  120
     1464075     0x0020     !  121
     1476680     0x0010     !  122
     1489290     0x0000     !  123
     1509824     0x0000     !  124
#
#
# vx_i: 470.00 vx_f: 435.59 stages:123 phase:  10.00 mass:  17.00
