# vx_i: 425.00 vx_f:   0.00 stages:123 phase:   0.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        7485     0x0020     !    1
       20430     0x0010     !    2
       33380     0x0020     !    3
       46325     0x0010     !    4
       59275     0x0020     !    5
       72220     0x0010     !    6
       85170     0x0020     !    7
       98115     0x0010     !    8
      111065     0x0020     !    9
      124010     0x0010     !   10
      136960     0x0020     !   11
      149905     0x0010     !   12
      162855     0x0020     !   13
      175800     0x0010     !   14
      188750     0x0020     !   15
      201695     0x0010     !   16
      214645     0x0020     !   17
      227590     0x0010     !   18
      240540     0x0020     !   19
      253485     0x0010     !   20
      266435     0x0020     !   21
      279380     0x0010     !   22
      292330     0x0020     !   23
      305275     0x0010     !   24
      318225     0x0020     !   25
      331170     0x0010     !   26
      344120     0x0020     !   27
      357065     0x0010     !   28
      370015     0x0020     !   29
      382960     0x0010     !   30
      395910     0x0020     !   31
      408855     0x0010     !   32
      421805     0x0020     !   33
      434750     0x0010     !   34
      447700     0x0020     !   35
      460645     0x0010     !   36
      473595     0x0020     !   37
      486540     0x0010     !   38
      499490     0x0020     !   39
      512435     0x0010     !   40
      525385     0x0020     !   41
      538330     0x0010     !   42
      551280     0x0020     !   43
      564225     0x0010     !   44
      577175     0x0020     !   45
      590120     0x0010     !   46
      603070     0x0020     !   47
      616015     0x0010     !   48
      628965     0x0020     !   49
      641910     0x0010     !   50
      654860     0x0020     !   51
      667805     0x0010     !   52
      680755     0x0020     !   53
      693700     0x0010     !   54
      706650     0x0020     !   55
      719595     0x0010     !   56
      732545     0x0020     !   57
      745490     0x0010     !   58
      758440     0x0020     !   59
      771385     0x0010     !   60
      784335     0x0020     !   61
      797280     0x0010     !   62
      810230     0x0020     !   63
      823175     0x0010     !   64
      836125     0x0020     !   65
      849070     0x0010     !   66
      862020     0x0020     !   67
      874965     0x0010     !   68
      887915     0x0020     !   69
      900860     0x0010     !   70
      913810     0x0020     !   71
      926755     0x0010     !   72
      939705     0x0020     !   73
      952650     0x0010     !   74
      965600     0x0020     !   75
      978545     0x0010     !   76
      991495     0x0020     !   77
     1004440     0x0010     !   78
     1017390     0x0020     !   79
     1030335     0x0010     !   80
     1043285     0x0020     !   81
     1056230     0x0010     !   82
     1069180     0x0020     !   83
     1082125     0x0010     !   84
     1095075     0x0020     !   85
     1108020     0x0010     !   86
     1120970     0x0020     !   87
     1133915     0x0010     !   88
     1146865     0x0020     !   89
     1159810     0x0010     !   90
     1172760     0x0020     !   91
     1185705     0x0010     !   92
     1198655     0x0020     !   93
     1211600     0x0010     !   94
     1224550     0x0020     !   95
     1237495     0x0010     !   96
     1250445     0x0020     !   97
     1263390     0x0010     !   98
     1276340     0x0020     !   99
     1289285     0x0010     !  100
     1302235     0x0020     !  101
     1315180     0x0010     !  102
     1328130     0x0020     !  103
     1341075     0x0010     !  104
     1354025     0x0020     !  105
     1366970     0x0010     !  106
     1379920     0x0020     !  107
     1392865     0x0010     !  108
     1405815     0x0020     !  109
     1418760     0x0010     !  110
     1431710     0x0020     !  111
     1444655     0x0010     !  112
     1457605     0x0020     !  113
     1470550     0x0010     !  114
     1483500     0x0020     !  115
     1496445     0x0010     !  116
     1509395     0x0020     !  117
     1522340     0x0010     !  118
     1535290     0x0020     !  119
     1548235     0x0010     !  120
     1561185     0x0020     !  121
     1574130     0x0010     !  122
     1587080     0x0000     !  123
     1620659     0x0000     !  124
#
#
# vx_i: 425.00 vx_f: 424.36 stages:123 phase:   0.00 mass:  17.00
