# vx_i: 450.00 vx_f:   0.00 stages:123 phase:  10.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        7805     0x0020     !    1
       20040     0x0010     !    2
       32280     0x0020     !    3
       44530     0x0010     !    4
       56790     0x0020     !    5
       69055     0x0010     !    6
       81330     0x0020     !    7
       93610     0x0010     !    8
      105900     0x0020     !    9
      118195     0x0010     !   10
      130500     0x0020     !   11
      142810     0x0010     !   12
      155130     0x0020     !   13
      167455     0x0010     !   14
      179790     0x0020     !   15
      192135     0x0010     !   16
      204485     0x0020     !   17
      216840     0x0010     !   18
      229210     0x0020     !   19
      241580     0x0010     !   20
      253965     0x0020     !   21
      266355     0x0010     !   22
      278750     0x0020     !   23
      291155     0x0010     !   24
      303570     0x0020     !   25
      315990     0x0010     !   26
      328420     0x0020     !   27
      340855     0x0010     !   28
      353300     0x0020     !   29
      365755     0x0010     !   30
      378215     0x0020     !   31
      390685     0x0010     !   32
      403160     0x0020     !   33
      415645     0x0010     !   34
      428140     0x0020     !   35
      440640     0x0010     !   36
      453150     0x0020     !   37
      465665     0x0010     !   38
      478190     0x0020     !   39
      490725     0x0010     !   40
      503265     0x0020     !   41
      515815     0x0010     !   42
      528375     0x0020     !   43
      540940     0x0010     !   44
      553515     0x0020     !   45
      566100     0x0010     !   46
      578690     0x0020     !   47
      591290     0x0010     !   48
      603895     0x0020     !   49
      616510     0x0010     !   50
      629135     0x0020     !   51
      641765     0x0010     !   52
      654410     0x0020     !   53
      667055     0x0010     !   54
      679715     0x0020     !   55
      692380     0x0010     !   56
      705055     0x0020     !   57
      717735     0x0010     !   58
      730430     0x0020     !   59
      743125     0x0010     !   60
      755835     0x0020     !   61
      768550     0x0010     !   62
      781275     0x0020     !   63
      794010     0x0010     !   64
      806750     0x0020     !   65
      819505     0x0010     !   66
      832260     0x0020     !   67
      845030     0x0010     !   68
      857805     0x0020     !   69
      870590     0x0010     !   70
      883385     0x0020     !   71
      896185     0x0010     !   72
      908995     0x0020     !   73
      921815     0x0010     !   74
      934645     0x0020     !   75
      947480     0x0010     !   76
      960330     0x0020     !   77
      973180     0x0010     !   78
      986045     0x0020     !   79
      998915     0x0010     !   80
     1011800     0x0020     !   81
     1024690     0x0010     !   82
     1037585     0x0020     !   83
     1050495     0x0010     !   84
     1063410     0x0020     !   85
     1076335     0x0010     !   86
     1089270     0x0020     !   87
     1102215     0x0010     !   88
     1115165     0x0020     !   89
     1128125     0x0010     !   90
     1141095     0x0020     !   91
     1154075     0x0010     !   92
     1167065     0x0020     !   93
     1180060     0x0010     !   94
     1193065     0x0020     !   95
     1206080     0x0010     !   96
     1219105     0x0020     !   97
     1232140     0x0010     !   98
     1245185     0x0020     !   99
     1258235     0x0010     !  100
     1271295     0x0020     !  101
     1284365     0x0010     !  102
     1297445     0x0020     !  103
     1310535     0x0010     !  104
     1323635     0x0020     !  105
     1336740     0x0010     !  106
     1349855     0x0020     !  107
     1362985     0x0010     !  108
     1376120     0x0020     !  109
     1389265     0x0010     !  110
     1402415     0x0020     !  111
     1415580     0x0010     !  112
     1428755     0x0020     !  113
     1441935     0x0010     !  114
     1455130     0x0020     !  115
     1468330     0x0010     !  116
     1481540     0x0020     !  117
     1494760     0x0010     !  118
     1507990     0x0020     !  119
     1521230     0x0010     !  120
     1534480     0x0020     !  121
     1547740     0x0010     !  122
     1561005     0x0000     !  123
     1594692     0x0000     !  124
#
#
# vx_i: 450.00 vx_f: 413.94 stages:123 phase:  10.00 mass:  17.00
