# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  54.60 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11545     0x0020     !    1
       24705     0x0010     !    2
       37925     0x0020     !    3
       51200     0x0010     !    4
       64530     0x0020     !    5
       77915     0x0010     !    6
       91355     0x0020     !    7
      104860     0x0010     !    8
      118420     0x0020     !    9
      132040     0x0010     !   10
      145720     0x0020     !   11
      159460     0x0010     !   12
      173265     0x0020     !   13
      187130     0x0010     !   14
      201060     0x0020     !   15
      215060     0x0010     !   16
      229120     0x0020     !   17
      243245     0x0010     !   18
      257440     0x0020     !   19
      271705     0x0010     !   20
      286040     0x0020     !   21
      300440     0x0010     !   22
      314915     0x0020     !   23
      329465     0x0010     !   24
      344085     0x0020     !   25
      358780     0x0010     !   26
      373555     0x0020     !   27
      388405     0x0010     !   28
      403330     0x0020     !   29
      418340     0x0010     !   30
      433430     0x0020     !   31
      448600     0x0010     !   32
      463855     0x0020     !   33
      479195     0x0010     !   34
      494620     0x0020     !   35
      510135     0x0010     !   36
      525740     0x0020     !   37
      541435     0x0010     !   38
      557225     0x0020     !   39
      573105     0x0010     !   40
      589085     0x0020     !   41
      605160     0x0010     !   42
      621335     0x0020     !   43
      637615     0x0010     !   44
      653995     0x0020     !   45
      670480     0x0010     !   46
      687075     0x0020     !   47
      703780     0x0010     !   48
      720595     0x0020     !   49
      737525     0x0010     !   50
      754570     0x0020     !   51
      771735     0x0010     !   52
      789025     0x0020     !   53
      806435     0x0010     !   54
      823975     0x0020     !   55
      841640     0x0010     !   56
      859440     0x0020     !   57
      877375     0x0010     !   58
      895450     0x0020     !   59
      913670     0x0010     !   60
      932030     0x0020     !   61
      950540     0x0010     !   62
      969205     0x0020     !   63
      988025     0x0010     !   64
     1007005     0x0020     !   65
     1026150     0x0010     !   66
     1045465     0x0020     !   67
     1064955     0x0010     !   68
     1084620     0x0020     !   69
     1104470     0x0010     !   70
     1124510     0x0020     !   71
     1144740     0x0010     !   72
     1165175     0x0020     !   73
     1185810     0x0010     !   74
     1206660     0x0020     !   75
     1227730     0x0010     !   76
     1249025     0x0020     !   77
     1270555     0x0010     !   78
     1292325     0x0020     !   79
     1314345     0x0010     !   80
     1336620     0x0020     !   81
     1359165     0x0010     !   82
     1381990     0x0020     !   83
     1405100     0x0010     !   84
     1428510     0x0020     !   85
     1452230     0x0010     !   86
     1476275     0x0020     !   87
     1500660     0x0010     !   88
     1525390     0x0020     !   89
     1550495     0x0010     !   90
     1575980     0x0020     !   91
     1601870     0x0010     !   92
     1628185     0x0020     !   93
     1654940     0x0010     !   94
     1682165     0x0020     !   95
     1709880     0x0010     !   96
     1738120     0x0020     !   97
     1766905     0x0010     !   98
     1796280     0x0020     !   99
     1826275     0x0010     !  100
     1856930     0x0020     !  101
     1888300     0x0010     !  102
     1920425     0x0020     !  103
     1953370     0x0010     !  104
     1987205     0x0020     !  105
     2021995     0x0010     !  106
     2057830     0x0020     !  107
     2094815     0x0010     !  108
     2133065     0x0020     !  109
     2172720     0x0010     !  110
     2213945     0x0020     !  111
     2256950     0x0010     !  112
     2301975     0x0020     !  113
     2349345     0x0010     !  114
     2399470     0x0020     !  115
     2452885     0x0010     !  116
     2510350     0x0020     !  117
     2572950     0x0010     !  118
     2642375     0x0020     !  119
     2721515     0x0010     !  120
     2816170     0x0020     !  121
     2942635     0x0010     !  122
