1800	0.07863
1795	0.0
1790	0.01124
1785	-0.00541
1780	0.00509
1775	0.09806
1770	0.10516
1765	0.09533
1760	0.09141
1755	0.07516
1750	0.05784
1745	0.06558
1740	0.068
1735	0.06618
1730	0.14147
1725	0.10582
1720	0.07593
1715	0.07029
1710	0.08588
1705	0.09811
1700	0.11102
1695	0.10809
1690	0.15999
1685	0.11769
1680	0.10347
1675	0.11056
1670	0.18118
1665	0.12066
1660	0.11226
1655	0.1164
1650	0.13429
1645	0.14122
1640	0.18946
1635	0.20596
1630	0.17822
1625	0.14769
1620	0.16269
1615	0.18853
1610	0.18125
1605	0.12886
1600	0.18568
1595	0.19723
1590	0.19032
1585	0.18506
1580	0.10628
1575	0.11984
1570	0.17822
1565	0.19143
1560	0.16086
1555	0.1136
1550	0.1617
1545	0.16999
1540	0.10772
1535	0.1007
1530	0.14758
1525	0.16156
1520	0.15108
1515	0.14
1510	0.08564
1505	0.10949
1500	0.13436
1495	0.17006
1490	0.12063
1485	0.10552
1480	0.1164
1475	0.16226
1470	0.16647
1465	0.1506
1460	0.1147
1455	0.11939
1450	0.14748
1445	0.13763
1440	0.14189
1435	0.1428
1430	0.15557
1425	0.11203
1420	0.11529
1415	0.17626
1410	0.19197
1405	0.19537
1400	0.1596
1395	0.13584
1390	0.19804
1385	0.16184
1380	0.09931
1375	0.11469
1370	0.11772
1365	0.14625
1360	0.21116
1355	0.18875
1350	0.16755
1345	0.15238
1340	0.13139
1335	0.09883
1330	0.0923
1325	0.1132
1320	0.15285
1315	0.15238
1310	0.13997
1305	0.13359
1300	0.11421
1295	0.08255
1290	0.08903
1285	0.08651
1280	0.09054
1275	0.0812
1270	0.08338
1265	0.0863
1260	0.07825
1255	0.07035
1250	0.10064
1245	0.0975
1240	0.0898
1235	0.09739
1230	0.10661
1225	0.09462
1220	0.09714
1215	0.09294
1210	0.08403
1205	0.10964
1200	0.11114
1195	0.10021
1190	0.10157
1185	0.11649
1180	0.12416
1175	0.12171
1170	0.13413
1165	0.14247
1160	0.16102
1155	0.17839
1150	0.1417
1145	0.13207
1140	0.17429
1135	0.18412
1130	0.20311
1125	0.23975
1120	0.23907
1115	0.21288
1110	0.23885
1105	0.26238
1100	0.24626
1095	0.26372
1090	0.27282
1085	0.28913
1080	0.32809
1075	0.35387
1070	0.33464
1065	0.34662
1060	0.38486
1055	0.43026
1050	0.43598
1045	0.39401
1040	0.38853
1035	0.44921
1030	0.50537
1025	0.49737
1020	0.47505
1015	0.51784
1010	0.56709
1005	0.57176
1000	0.56809
995	0.57253
990	0.57088
985	0.54934
980	0.5624
975	0.60708
970	0.62805
965	0.64319
960	0.66062
955	0.67801
950	0.70476
945	0.72935
940	0.7427
935	0.76829
930	0.81387
925	0.84187
920	0.87669
915	0.92838
910	0.98143
905	1.05951
900	1.1705
895	1.27123
890	1.34657
885	1.43486
880	1.5439
875	1.70172
870	1.87888
865	2.05736
860	2.27744
855	2.52215
850	2.79501
845	3.12331
840	3.50232
835	3.94127
830	4.45378
825	5.05493
820	5.74578
815	6.53822
810	7.42911
805	8.40217
800	9.40867
795	10.37476
790	11.21694
785	11.90604
780	12.61223
775	13.72738
770	15.62285
765	18.28412
760	21.17984
755	23.49265
750	24.52862
745	23.95065
740	21.80538
735	18.63323
730	15.23634
725	11.9985
720	8.76408
715	5.5646
710	2.87831
705	1.13527
700	0.31398
695	0.05305
690	0.00372
685	-0.00155
680	-0.00363
675	-0.00114
670	-2.07E-04
665	-0.00269
660	-0.00415
655	-0.00145
650	-0.00187
645	-0.00311
640	-0.0028
635	-3.12E-04
630	-0.00208
625	-0.00332
620	-0.00312
615	-0.00509
610	-0.00353
605	-0.00114
600	-0.00229
595	-0.00249
590	-0.00405
585	-0.00364
580	-0.00197
575	-0.00218
570	-0.00156
565	-0.00125
560	-4.15E-04
555	-0.00125
550	-0.00301
545	-0.00322
540	-0.00239
535	-0.00156
530	-0.00197
525	-0.00363
520	-0.0028
515	-0.00135
510	-0.00187
505	-0.00239
500	-0.00166
495	-0.00114
490	-0.00311
485	-0.00383
480	-0.00166
475	-0.00145
470	-0.00207
465	-0.00259
460	-0.00228
455	-9.33E-04
450	0
445	-0.00114
440	-0.00259
435	-0.00135
430	-0.00353
425	-0.00187
420	-0.00156
415	0.00374
410	6.08E-02
405	4.39E-01
400	2.06E+00
395	6.35279
390	13.80717
385	22.76089
380	30.80655
375	35.78685
370	38.84958
365	40.63446
360	41.08002
355	40.64204
350	39.53859
345	37.81466
340	35.51956
335	32.64089
330	28.93014
325	24.30657
320	18.99096
315	14.04358
310	9.32994
305	5.2835
300	2.45383
295	0.87008
290	0.21839
285	0.03352
280	9.27E-04
275	-0.00319
270	-0.0041
265	-0.00541
260	-0.00447
255	-0.00213
250	-0.00302
245	-0.0039
240	-0.00454
235	-0.00263
230	-3.86E-04
225	-0.00297
220	-0.00295
215	-0.00114
210	-0.00322
205	-9.45E-04
200	-2.82E-04
