# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  53.31 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11450     0x0020     !    1
       24610     0x0010     !    2
       37825     0x0020     !    3
       51095     0x0010     !    4
       64420     0x0020     !    5
       77795     0x0010     !    6
       91230     0x0020     !    7
      104725     0x0010     !    8
      118270     0x0020     !    9
      131880     0x0010     !   10
      145545     0x0020     !   11
      159270     0x0010     !   12
      173055     0x0020     !   13
      186900     0x0010     !   14
      200810     0x0020     !   15
      214780     0x0010     !   16
      228815     0x0020     !   17
      242915     0x0010     !   18
      257080     0x0020     !   19
      271315     0x0010     !   20
      285610     0x0020     !   21
      299980     0x0010     !   22
      314415     0x0020     !   23
      328925     0x0010     !   24
      343500     0x0020     !   25
      358155     0x0010     !   26
      372875     0x0020     !   27
      387675     0x0010     !   28
      402550     0x0020     !   29
      417505     0x0010     !   30
      432535     0x0020     !   31
      447645     0x0010     !   32
      462835     0x0020     !   33
      478105     0x0010     !   34
      493460     0x0020     !   35
      508900     0x0010     !   36
      524425     0x0020     !   37
      540040     0x0010     !   38
      555745     0x0020     !   39
      571540     0x0010     !   40
      587425     0x0020     !   41
      603405     0x0010     !   42
      619480     0x0020     !   43
      635650     0x0010     !   44
      651925     0x0020     !   45
      668295     0x0010     !   46
      684770     0x0020     !   47
      701350     0x0010     !   48
      718040     0x0020     !   49
      734835     0x0010     !   50
      751740     0x0020     !   51
      768760     0x0010     !   52
      785895     0x0020     !   53
      803150     0x0010     !   54
      820525     0x0020     !   55
      838020     0x0010     !   56
      855645     0x0020     !   57
      873395     0x0010     !   58
      891280     0x0020     !   59
      909295     0x0010     !   60
      927450     0x0020     !   61
      945745     0x0010     !   62
      964180     0x0020     !   63
      982765     0x0010     !   64
     1001500     0x0020     !   65
     1020395     0x0010     !   66
     1039440     0x0020     !   67
     1058655     0x0010     !   68
     1078030     0x0020     !   69
     1097580     0x0010     !   70
     1117305     0x0020     !   71
     1137210     0x0010     !   72
     1157300     0x0020     !   73
     1177585     0x0010     !   74
     1198060     0x0020     !   75
     1218745     0x0010     !   76
     1239630     0x0020     !   77
     1260735     0x0010     !   78
     1282060     0x0020     !   79
     1303615     0x0010     !   80
     1325405     0x0020     !   81
     1347440     0x0010     !   82
     1369725     0x0020     !   83
     1392275     0x0010     !   84
     1415095     0x0020     !   85
     1438195     0x0010     !   86
     1461585     0x0020     !   87
     1485280     0x0010     !   88
     1509290     0x0020     !   89
     1533625     0x0010     !   90
     1558305     0x0020     !   91
     1583340     0x0010     !   92
     1608750     0x0020     !   93
     1634545     0x0010     !   94
     1660750     0x0020     !   95
     1687380     0x0010     !   96
     1714465     0x0020     !   97
     1742020     0x0010     !   98
     1770075     0x0020     !   99
     1798655     0x0010     !  100
     1827795     0x0020     !  101
     1857525     0x0010     !  102
     1887885     0x0020     !  103
     1918915     0x0010     !  104
     1950665     0x0020     !  105
     1983185     0x0010     !  106
     2016530     0x0020     !  107
     2050775     0x0010     !  108
     2085990     0x0020     !  109
     2122265     0x0010     !  110
     2159700     0x0020     !  111
     2198415     0x0010     !  112
     2238555     0x0020     !  113
     2280285     0x0010     !  114
     2323815     0x0020     !  115
     2369390     0x0010     !  116
     2417340     0x0020     !  117
     2468075     0x0010     !  118
     2522150     0x0020     !  119
     2580320     0x0010     !  120
     2643690     0x0020     !  121
     2713970     0x0010     !  122
     2794090     0x0000     !  123
     2920532     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:  60.27 stages:123 phase:  53.31 mass:  17.00
