# vx_i: 470.00 vx_f:   0.00 stages:123 phase:  50.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       10120     0x0020     !    1
       21865     0x0010     !    2
       33650     0x0020     !    3
       45465     0x0010     !    4
       57320     0x0020     !    5
       69210     0x0010     !    6
       81135     0x0020     !    7
       93100     0x0010     !    8
      105100     0x0020     !    9
      117140     0x0010     !   10
      129215     0x0020     !   11
      141330     0x0010     !   12
      153485     0x0020     !   13
      165680     0x0010     !   14
      177910     0x0020     !   15
      190185     0x0010     !   16
      202500     0x0020     !   17
      214850     0x0010     !   18
      227245     0x0020     !   19
      239685     0x0010     !   20
      252160     0x0020     !   21
      264685     0x0010     !   22
      277245     0x0020     !   23
      289855     0x0010     !   24
      302505     0x0020     !   25
      315200     0x0010     !   26
      327940     0x0020     !   27
      340725     0x0010     !   28
      353555     0x0020     !   29
      366435     0x0010     !   30
      379355     0x0020     !   31
      392330     0x0010     !   32
      405345     0x0020     !   33
      418415     0x0010     !   34
      431530     0x0020     !   35
      444695     0x0010     !   36
      457910     0x0020     !   37
      471175     0x0010     !   38
      484490     0x0020     !   39
      497855     0x0010     !   40
      511275     0x0020     !   41
      524750     0x0010     !   42
      538275     0x0020     !   43
      551855     0x0010     !   44
      565490     0x0020     !   45
      579180     0x0010     !   46
      592925     0x0020     !   47
      606730     0x0010     !   48
      620590     0x0020     !   49
      634510     0x0010     !   50
      648490     0x0020     !   51
      662525     0x0010     !   52
      676625     0x0020     !   53
      690785     0x0010     !   54
      705005     0x0020     !   55
      719290     0x0010     !   56
      733640     0x0020     !   57
      748050     0x0010     !   58
      762530     0x0020     !   59
      777075     0x0010     !   60
      791685     0x0020     !   61
      806365     0x0010     !   62
      821115     0x0020     !   63
      835935     0x0010     !   64
      850825     0x0020     !   65
      865790     0x0010     !   66
      880825     0x0020     !   67
      895940     0x0010     !   68
      911125     0x0020     !   69
      926390     0x0010     !   70
      941730     0x0020     !   71
      957150     0x0010     !   72
      972650     0x0020     !   73
      988230     0x0010     !   74
     1003895     0x0020     !   75
     1019645     0x0010     !   76
     1035480     0x0020     !   77
     1051400     0x0010     !   78
     1067410     0x0020     !   79
     1083510     0x0010     !   80
     1099705     0x0020     !   81
     1115990     0x0010     !   82
     1132365     0x0020     !   83
     1148840     0x0010     !   84
     1165415     0x0020     !   85
     1182090     0x0010     !   86
     1198865     0x0020     !   87
     1215740     0x0010     !   88
     1232725     0x0020     !   89
     1249815     0x0010     !   90
     1267020     0x0020     !   91
     1284330     0x0010     !   92
     1301755     0x0020     !   93
     1319300     0x0010     !   94
     1336960     0x0020     !   95
     1354740     0x0010     !   96
     1372645     0x0020     !   97
     1390680     0x0010     !   98
     1408840     0x0020     !   99
     1427130     0x0010     !  100
     1445555     0x0020     !  101
     1464120     0x0010     !  102
     1482825     0x0020     !  103
     1501670     0x0010     !  104
     1520665     0x0020     !  105
     1539815     0x0010     !  106
     1559115     0x0020     !  107
     1578570     0x0010     !  108
     1598190     0x0020     !  109
     1617980     0x0010     !  110
     1637935     0x0020     !  111
     1658070     0x0010     !  112
     1678380     0x0020     !  113
     1698875     0x0010     !  114
     1719560     0x0020     !  115
     1740445     0x0010     !  116
     1761525     0x0020     !  117
     1782815     0x0010     !  118
     1804315     0x0020     !  119
     1826035     0x0010     !  120
     1847985     0x0020     !  121
     1870165     0x0010     !  122
     1892585     0x0000     !  123
     1924346     0x0000     !  124
#
#
# vx_i: 470.00 vx_f: 243.13 stages:123 phase:  50.00 mass:  17.00
