# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  53.10 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11435     0x0020     !    1
       24595     0x0010     !    2
       37810     0x0020     !    3
       51080     0x0010     !    4
       64400     0x0020     !    5
       77780     0x0010     !    6
       91210     0x0020     !    7
      104700     0x0010     !    8
      118250     0x0020     !    9
      131850     0x0010     !   10
      145515     0x0020     !   11
      159240     0x0010     !   12
      173020     0x0020     !   13
      186865     0x0010     !   14
      200770     0x0020     !   15
      214735     0x0010     !   16
      228765     0x0020     !   17
      242865     0x0010     !   18
      257025     0x0020     !   19
      271250     0x0010     !   20
      285545     0x0020     !   21
      299905     0x0010     !   22
      314335     0x0020     !   23
      328835     0x0010     !   24
      343410     0x0020     !   25
      358050     0x0010     !   26
      372770     0x0020     !   27
      387560     0x0010     !   28
      402425     0x0020     !   29
      417370     0x0010     !   30
      432390     0x0020     !   31
      447490     0x0010     !   32
      462670     0x0020     !   33
      477930     0x0010     !   34
      493275     0x0020     !   35
      508705     0x0010     !   36
      524215     0x0020     !   37
      539820     0x0010     !   38
      555505     0x0020     !   39
      571285     0x0010     !   40
      587160     0x0020     !   41
      603120     0x0010     !   42
      619180     0x0020     !   43
      635335     0x0010     !   44
      651590     0x0020     !   45
      667945     0x0010     !   46
      684400     0x0020     !   47
      700960     0x0010     !   48
      717630     0x0020     !   49
      734400     0x0010     !   50
      751285     0x0020     !   51
      768285     0x0010     !   52
      785395     0x0020     !   53
      802625     0x0010     !   54
      819970     0x0020     !   55
      837440     0x0010     !   56
      855035     0x0020     !   57
      872755     0x0010     !   58
      890610     0x0020     !   59
      908595     0x0010     !   60
      926715     0x0020     !   61
      944975     0x0010     !   62
      963375     0x0020     !   63
      981925     0x0010     !   64
     1000620     0x0020     !   65
     1019470     0x0010     !   66
     1038480     0x0020     !   67
     1057645     0x0010     !   68
     1076980     0x0020     !   69
     1096480     0x0010     !   70
     1116155     0x0020     !   71
     1136010     0x0010     !   72
     1156045     0x0020     !   73
     1176275     0x0010     !   74
     1196695     0x0020     !   75
     1217315     0x0010     !   76
     1238140     0x0020     !   77
     1259175     0x0010     !   78
     1280430     0x0020     !   79
     1301915     0x0010     !   80
     1323630     0x0020     !   81
     1345585     0x0010     !   82
     1367785     0x0020     !   83
     1390250     0x0010     !   84
     1412975     0x0020     !   85
     1435980     0x0010     !   86
     1459270     0x0020     !   87
     1482860     0x0010     !   88
     1506760     0x0020     !   89
     1530980     0x0010     !   90
     1555535     0x0020     !   91
     1580440     0x0010     !   92
     1605705     0x0020     !   93
     1631360     0x0010     !   94
     1657410     0x0020     !   95
     1683880     0x0010     !   96
     1710785     0x0020     !   97
     1738155     0x0010     !   98
     1766015     0x0020     !   99
     1794385     0x0010     !  100
     1823300     0x0020     !  101
     1852785     0x0010     !  102
     1882890     0x0020     !  103
     1913640     0x0010     !  104
     1945085     0x0020     !  105
     1977275     0x0010     !  106
     2010270     0x0020     !  107
     2044120     0x0010     !  108
     2078910     0x0020     !  109
     2114715     0x0010     !  110
     2151630     0x0020     !  111
     2189765     0x0010     !  112
     2229255     0x0020     !  113
     2270245     0x0010     !  114
     2312930     0x0020     !  115
     2357535     0x0010     !  116
     2404350     0x0020     !  117
     2453730     0x0010     !  118
     2506160     0x0020     !  119
     2562280     0x0010     !  120
     2623005     0x0020     !  121
     2689695     0x0010     !  122
     2764560     0x0000     !  123
     2880662     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:  65.70 stages:123 phase:  53.10 mass:  17.00
