# vx_i: 470.00 vx_f:   0.00 stages:123 phase:  40.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        9470     0x0020     !    1
       21205     0x0010     !    2
       32970     0x0020     !    3
       44765     0x0010     !    4
       56585     0x0020     !    5
       68435     0x0010     !    6
       80315     0x0020     !    7
       92225     0x0010     !    8
      104160     0x0020     !    9
      116125     0x0010     !   10
      128120     0x0020     !   11
      140145     0x0010     !   12
      152205     0x0020     !   13
      164290     0x0010     !   14
      176405     0x0020     !   15
      188550     0x0010     !   16
      200730     0x0020     !   17
      212940     0x0010     !   18
      225180     0x0020     !   19
      237450     0x0010     !   20
      249755     0x0020     !   21
      262090     0x0010     !   22
      274460     0x0020     !   23
      286860     0x0010     !   24
      299295     0x0020     !   25
      311760     0x0010     !   26
      324260     0x0020     !   27
      336795     0x0010     !   28
      349365     0x0020     !   29
      361965     0x0010     !   30
      374605     0x0020     !   31
      387275     0x0010     !   32
      399985     0x0020     !   33
      412725     0x0010     !   34
      425505     0x0020     !   35
      438320     0x0010     !   36
      451170     0x0020     !   37
      464055     0x0010     !   38
      476980     0x0020     !   39
      489940     0x0010     !   40
      502940     0x0020     !   41
      515975     0x0010     !   42
      529050     0x0020     !   43
      542165     0x0010     !   44
      555320     0x0020     !   45
      568510     0x0010     !   46
      581740     0x0020     !   47
      595015     0x0010     !   48
      608325     0x0020     !   49
      621675     0x0010     !   50
      635070     0x0020     !   51
      648505     0x0010     !   52
      661985     0x0020     !   53
      675500     0x0010     !   54
      689065     0x0020     !   55
      702670     0x0010     !   56
      716320     0x0020     !   57
      730010     0x0010     !   58
      743745     0x0020     !   59
      757530     0x0010     !   60
      771355     0x0020     !   61
      785230     0x0010     !   62
      799145     0x0020     !   63
      813110     0x0010     !   64
      827125     0x0020     !   65
      841185     0x0010     !   66
      855290     0x0020     !   67
      869445     0x0010     !   68
      883650     0x0020     !   69
      897905     0x0010     !   70
      912210     0x0020     !   71
      926565     0x0010     !   72
      940975     0x0020     !   73
      955430     0x0010     !   74
      969940     0x0020     !   75
      984505     0x0010     !   76
      999120     0x0020     !   77
     1013790     0x0010     !   78
     1028515     0x0020     !   79
     1043295     0x0010     !   80
     1058130     0x0020     !   81
     1073025     0x0010     !   82
     1087975     0x0020     !   83
     1102980     0x0010     !   84
     1118045     0x0020     !   85
     1133170     0x0010     !   86
     1148355     0x0020     !   87
     1163600     0x0010     !   88
     1178905     0x0020     !   89
     1194275     0x0010     !   90
     1209705     0x0020     !   91
     1225200     0x0010     !   92
     1240760     0x0020     !   93
     1256385     0x0010     !   94
     1272075     0x0020     !   95
     1287830     0x0010     !   96
     1303655     0x0020     !   97
     1319550     0x0010     !   98
     1335510     0x0020     !   99
     1351545     0x0010     !  100
     1367650     0x0020     !  101
     1383825     0x0010     !  102
     1400075     0x0020     !  103
     1416400     0x0010     !  104
     1432800     0x0020     !  105
     1449275     0x0010     !  106
     1465825     0x0020     !  107
     1482460     0x0010     !  108
     1499170     0x0020     !  109
     1515965     0x0010     !  110
     1532835     0x0020     !  111
     1549795     0x0010     !  112
     1566835     0x0020     !  113
     1583965     0x0010     !  114
     1601180     0x0020     !  115
     1618480     0x0010     !  116
     1635875     0x0020     !  117
     1653360     0x0010     !  118
     1670935     0x0020     !  119
     1688605     0x0010     !  120
     1706370     0x0020     !  121
     1724235     0x0010     !  122
     1742195     0x0000     !  123
     1768540     0x0000     !  124
#
#
# vx_i: 470.00 vx_f: 304.71 stages:123 phase:  40.00 mass:  17.00
