#
#
#
#
1010 0x0010 ! 
11365 0x0020 ! 1
23255 0x0010 ! 2
35195 0x0020 ! 3
47185 0x0010 ! 4
59220 0x0020 ! 5
71310 0x0010 ! 6
83450 0x0020 ! 7
95645 0x0010 ! 8
107890 0x0020 ! 9
120190 0x0010 ! 10
132545 0x0020 ! 11
144950 0x0010 ! 12
157415 0x0020 ! 13
169935 0x0010 ! 14
182510 0x0020 ! 15
195145 0x0010 ! 16
207840 0x0020 ! 17
220595 0x0010 ! 18
233410 0x0020 ! 19
246285 0x0010 ! 20
259220 0x0020 ! 21
272220 0x0010 ! 22
285285 0x0020 ! 23
298415 0x0010 ! 24
311610 0x0020 ! 25
324875 0x0010 ! 26
338205 0x0020 ! 27
351605 0x0010 ! 28
365075 0x0020 ! 29
378615 0x0010 ! 30
392225 0x0020 ! 31
405915 0x0010 ! 32
419675 0x0020 ! 33
433515 0x0010 ! 34
447430 0x0020 ! 35
461420 0x0010 ! 36
475495 0x0020 ! 37
489650 0x0010 ! 38
503885 0x0020 ! 39
518210 0x0010 ! 40
532615 0x0020 ! 41
547110 0x0010 ! 42
561695 0x0020 ! 43
576370 0x0010 ! 44
591135 0x0020 ! 45
605995 0x0010 ! 46
620950 0x0020 ! 47
636005 0x0010 ! 48
651160 0x0020 ! 49
666415 0x0010 ! 50
681775 0x0020 ! 51
697240 0x0010 ! 52
712810 0x0020 ! 53
728495 0x0010 ! 54
744290 0x0020 ! 55
760205 0x0010 ! 56
776230 0x0020 ! 57
792380 0x0010 ! 58
808655 0x0020 ! 59
825055 0x0010 ! 60
841580 0x0020 ! 61
858240 0x0010 ! 62
875040 0x0020 ! 63
891970 0x0010 ! 64
909050 0x0020 ! 65
926270 0x0010 ! 66
943645 0x0020 ! 67
961170 0x0010 ! 68
978850 0x0020 ! 69
996700 0x0010 ! 70
1014710 0x0020 ! 71
1032895 0x0010 ! 72
1051255 0x0020 ! 73
1069795 0x0010 ! 74
1088525 0x0020 ! 75
1107450 0x0010 ! 76
1126570 0x0020 ! 77
1145895 0x0010 ! 78
1165435 0x0020 ! 79
1185195 0x0010 ! 80
1205180 0x0020 ! 81
1225400 0x0010 ! 82
1245865 0x0020 ! 83
1266580 0x0010 ! 84
1287560 0x0020 ! 85
1308810 0x0010 ! 86
1330345 0x0020 ! 87
1352170 0x0010 ! 88
1374305 0x0020 ! 89
1396765 0x0010 ! 90
1419555 0x0020 ! 91
1442695 0x0010 ! 92
1466205 0x0020 ! 93
1490100 0x0010 ! 94
1514400 0x0020 ! 95
1539125 0x0010 ! 96
1564295 0x0020 ! 97
1589945 0x0010 ! 98
1616095 0x0020 ! 99
1642780 0x0010 ! 100
1670030 0x0020 ! 101
1697885 0x0010 ! 102
1726390 0x0020 ! 103
1755585 0x0010 ! 104
1785530 0x0020 ! 105
1816285 0x0010 ! 106
1847915 0x0020 ! 107
1880505 0x0010 ! 108
1914145 0x0020 ! 109
1948940 0x0010 ! 110
1985025 0x0020 ! 111
2022550 0x0010 ! 112
2061705 0x0020 ! 113
2102725 0x0010 ! 114
2145895 0x0020 ! 115
2191605 0x0010 ! 116
2240365 0x0020 ! 117
2292870 0x0010 ! 118
2350150 0x0020 ! 119
2413820 0x0010 ! 120
2486650 0x0020 ! 121
2574350 0x0010 ! 122
2693805 0x0000 ! 123
2925672 0x0000 ! 124
#
#
#
