# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  54.80 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11560     0x0020     !    1
       24720     0x0010     !    2
       37940     0x0020     !    3
       51215     0x0010     !    4
       64545     0x0020     !    5
       77930     0x0010     !    6
       91375     0x0020     !    7
      104880     0x0010     !    8
      118440     0x0020     !    9
      132065     0x0010     !   10
      145745     0x0020     !   11
      159490     0x0010     !   12
      173295     0x0020     !   13
      187165     0x0010     !   14
      201100     0x0020     !   15
      215100     0x0010     !   16
      229165     0x0020     !   17
      243295     0x0010     !   18
      257495     0x0020     !   19
      271765     0x0010     !   20
      286100     0x0020     !   21
      300510     0x0010     !   22
      314990     0x0020     !   23
      329545     0x0010     !   24
      344175     0x0020     !   25
      358875     0x0010     !   26
      373655     0x0020     !   27
      388515     0x0010     !   28
      403450     0x0020     !   29
      418465     0x0010     !   30
      433565     0x0020     !   31
      448745     0x0010     !   32
      464010     0x0020     !   33
      479360     0x0010     !   34
      494795     0x0020     !   35
      510325     0x0010     !   36
      525940     0x0020     !   37
      541645     0x0010     !   38
      557450     0x0020     !   39
      573345     0x0010     !   40
      589335     0x0020     !   41
      605430     0x0010     !   42
      621620     0x0020     !   43
      637915     0x0010     !   44
      654310     0x0020     !   45
      670815     0x0010     !   46
      687430     0x0020     !   47
      704150     0x0010     !   48
      720990     0x0020     !   49
      737940     0x0010     !   50
      755005     0x0020     !   51
      772195     0x0010     !   52
      789505     0x0020     !   53
      806940     0x0010     !   54
      824505     0x0020     !   55
      842200     0x0010     !   56
      860030     0x0020     !   57
      877995     0x0010     !   58
      896095     0x0020     !   59
      914345     0x0010     !   60
      932740     0x0020     !   61
      951285     0x0010     !   62
      969985     0x0020     !   63
      988840     0x0010     !   64
     1007860     0x0020     !   65
     1027045     0x0010     !   66
     1046405     0x0020     !   67
     1065935     0x0010     !   68
     1085645     0x0020     !   69
     1105545     0x0010     !   70
     1125630     0x0020     !   71
     1145915     0x0010     !   72
     1166400     0x0020     !   73
     1187095     0x0010     !   74
     1208005     0x0020     !   75
     1229135     0x0010     !   76
     1250495     0x0020     !   77
     1272090     0x0010     !   78
     1293930     0x0020     !   79
     1316025     0x0010     !   80
     1338380     0x0020     !   81
     1361005     0x0010     !   82
     1383915     0x0020     !   83
     1407115     0x0010     !   84
     1430620     0x0020     !   85
     1454440     0x0010     !   86
     1478590     0x0020     !   87
     1503080     0x0010     !   88
     1527930     0x0020     !   89
     1553160     0x0010     !   90
     1578775     0x0020     !   91
     1604805     0x0010     !   92
     1631265     0x0020     !   93
     1658175     0x0010     !   94
     1685570     0x0020     !   95
     1713465     0x0010     !   96
     1741890     0x0020     !   97
     1770885     0x0010     !   98
     1800475     0x0020     !   99
     1830705     0x0010     !  100
     1861620     0x0020     !  101
     1893260     0x0010     !  102
     1925690     0x0020     !  103
     1958960     0x0010     !  104
     1993150     0x0020     !  105
     2028330     0x0010     !  106
     2064605     0x0020     !  107
     2102070     0x0010     !  108
     2140860     0x0020     !  109
     2181125     0x0010     !  110
     2223040     0x0020     !  111
     2266835     0x0010     !  112
     2312785     0x0020     !  113
     2361245     0x0010     !  114
     2412670     0x0020     !  115
     2467695     0x0010     !  116
     2527190     0x0020     !  117
     2592475     0x0010     !  118
     2665655     0x0020     !  119
     2750575     0x0010     !  120
     2855890     0x0020     !  121
     3017260     0x0010     !  122
