# vx_i: 400.00 vx_f:   0.00 stages:123 phase:  49.10 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11650     0x0020     !    1
       25470     0x0010     !    2
       39350     0x0020     !    3
       53285     0x0010     !    4
       67275     0x0020     !    5
       81325     0x0010     !    6
       95440     0x0020     !    7
      109610     0x0010     !    8
      123840     0x0020     !    9
      138135     0x0010     !   10
      152495     0x0020     !   11
      166915     0x0010     !   12
      181400     0x0020     !   13
      195950     0x0010     !   14
      210565     0x0020     !   15
      225250     0x0010     !   16
      240000     0x0020     !   17
      254820     0x0010     !   18
      269710     0x0020     !   19
      284670     0x0010     !   20
      299705     0x0020     !   21
      314810     0x0010     !   22
      329990     0x0020     !   23
      345245     0x0010     !   24
      360575     0x0020     !   25
      375985     0x0010     !   26
      391475     0x0020     !   27
      407040     0x0010     !   28
      422690     0x0020     !   29
      438420     0x0010     !   30
      454235     0x0020     !   31
      470135     0x0010     !   32
      486120     0x0020     !   33
      502190     0x0010     !   34
      518355     0x0020     !   35
      534610     0x0010     !   36
      550955     0x0020     !   37
      567395     0x0010     !   38
      583930     0x0020     !   39
      600565     0x0010     !   40
      617295     0x0020     !   41
      634130     0x0010     !   42
      651065     0x0020     !   43
      668105     0x0010     !   44
      685250     0x0020     !   45
      702505     0x0010     !   46
      719870     0x0020     !   47
      737350     0x0010     !   48
      754940     0x0020     !   49
      772650     0x0010     !   50
      790480     0x0020     !   51
      808435     0x0010     !   52
      826510     0x0020     !   53
      844715     0x0010     !   54
      863050     0x0020     !   55
      881515     0x0010     !   56
      900120     0x0020     !   57
      918860     0x0010     !   58
      937745     0x0020     !   59
      956775     0x0010     !   60
      975950     0x0020     !   61
      995280     0x0010     !   62
     1014765     0x0020     !   63
     1034410     0x0010     !   64
     1054220     0x0020     !   65
     1074195     0x0010     !   66
     1094345     0x0020     !   67
     1114670     0x0010     !   68
     1135180     0x0020     !   69
     1155870     0x0010     !   70
     1176755     0x0020     !   71
     1197840     0x0010     !   72
     1219125     0x0020     !   73
     1240615     0x0010     !   74
     1262325     0x0020     !   75
     1284255     0x0010     !   76
     1306415     0x0020     !   77
     1328805     0x0010     !   78
     1351445     0x0020     !   79
     1374335     0x0010     !   80
     1397480     0x0020     !   81
     1420900     0x0010     !   82
     1444595     0x0020     !   83
     1468585     0x0010     !   84
     1492870     0x0020     !   85
     1517465     0x0010     !   86
     1542385     0x0020     !   87
     1567645     0x0010     !   88
     1593250     0x0020     !   89
     1619225     0x0010     !   90
     1645580     0x0020     !   91
     1672335     0x0010     !   92
     1699510     0x0020     !   93
     1727120     0x0010     !   94
     1755190     0x0020     !   95
     1783745     0x0010     !   96
     1812810     0x0020     !   97
     1842415     0x0010     !   98
     1872585     0x0020     !   99
     1903365     0x0010     !  100
     1934780     0x0020     !  101
     1966880     0x0010     !  102
     1999710     0x0020     !  103
     2033320     0x0010     !  104
     2067770     0x0020     !  105
     2103130     0x0010     !  106
     2139470     0x0020     !  107
     2176880     0x0010     !  108
     2215460     0x0020     !  109
     2255325     0x0010     !  110
     2296615     0x0020     !  111
     2339495     0x0010     !  112
     2384160     0x0020     !  113
     2430860     0x0010     !  114
     2479895     0x0020     !  115
     2531660     0x0010     !  116
     2586670     0x0020     !  117
     2645615     0x0010     !  118
     2709500     0x0020     !  119
     2779810     0x0010     !  120
     2859005     0x0020     !  121
     2951680     0x0010     !  122
     3068795     0x0000     !  123
     3290708     0x0000     !  124
#
#
# vx_i: 400.00 vx_f:  34.92 stages:123 phase:  49.10 mass:  17.00
