#
#
#
#
1010 0x0010 ! 
11320 0x0020 ! 1
23340 0x0010 ! 2
35405 0x0020 ! 3
47520 0x0010 ! 4
59690 0x0020 ! 5
71905 0x0010 ! 6
84175 0x0020 ! 7
96500 0x0010 ! 8
108875 0x0020 ! 9
121300 0x0010 ! 10
133785 0x0020 ! 11
146320 0x0010 ! 12
158915 0x0020 ! 13
171560 0x0010 ! 14
184270 0x0020 ! 15
197030 0x0010 ! 16
209855 0x0020 ! 17
222740 0x0010 ! 18
235680 0x0020 ! 19
248685 0x0010 ! 20
261750 0x0020 ! 21
274880 0x0010 ! 22
288075 0x0020 ! 23
301330 0x0010 ! 24
314655 0x0020 ! 25
328045 0x0010 ! 26
341505 0x0020 ! 27
355030 0x0010 ! 28
368630 0x0020 ! 29
382300 0x0010 ! 30
396040 0x0020 ! 31
409855 0x0010 ! 32
423740 0x0020 ! 33
437705 0x0010 ! 34
451750 0x0020 ! 35
465870 0x0010 ! 36
480065 0x0020 ! 37
494345 0x0010 ! 38
508710 0x0020 ! 39
523155 0x0010 ! 40
537690 0x0020 ! 41
552305 0x0010 ! 42
567015 0x0020 ! 43
581810 0x0010 ! 44
596700 0x0020 ! 45
611685 0x0010 ! 46
626760 0x0020 ! 47
641935 0x0010 ! 48
657210 0x0020 ! 49
672585 0x0010 ! 50
688060 0x0020 ! 51
703645 0x0010 ! 52
719335 0x0020 ! 53
735135 0x0010 ! 54
751045 0x0020 ! 55
767070 0x0010 ! 56
783210 0x0020 ! 57
799475 0x0010 ! 58
815855 0x0020 ! 59
832365 0x0010 ! 60
849000 0x0020 ! 61
865765 0x0010 ! 62
882665 0x0020 ! 63
899705 0x0010 ! 64
916880 0x0020 ! 65
934205 0x0010 ! 66
951675 0x0020 ! 67
969295 0x0010 ! 68
987070 0x0020 ! 69
1005005 0x0010 ! 70
1023105 0x0020 ! 71
1041375 0x0010 ! 72
1059815 0x0020 ! 73
1078435 0x0010 ! 74
1097240 0x0020 ! 75
1116235 0x0010 ! 76
1135425 0x0020 ! 77
1154815 0x0010 ! 78
1174410 0x0020 ! 79
1194225 0x0010 ! 80
1214260 0x0020 ! 81
1234525 0x0010 ! 82
1255025 0x0020 ! 83
1275770 0x0010 ! 84
1296775 0x0020 ! 85
1318040 0x0010 ! 86
1339585 0x0020 ! 87
1361410 0x0010 ! 88
1383540 0x0020 ! 89
1405975 0x0010 ! 90
1428735 0x0020 ! 91
1451835 0x0010 ! 92
1475285 0x0020 ! 93
1499105 0x0010 ! 94
1523320 0x0020 ! 95
1547935 0x0010 ! 96
1572985 0x0020 ! 97
1598485 0x0010 ! 98
1624465 0x0020 ! 99
1650950 0x0010 ! 100
1677975 0x0020 ! 101
1705570 0x0010 ! 102
1733770 0x0020 ! 103
1762625 0x0010 ! 104
1792180 0x0020 ! 105
1822485 0x0010 ! 106
1853600 0x0020 ! 107
1885600 0x0010 ! 108
1918555 0x0020 ! 109
1952570 0x0010 ! 110
1987740 0x0020 ! 111
2024205 0x0010 ! 112
2062105 0x0020 ! 113
2101635 0x0010 ! 114
2143020 0x0020 ! 115
2186555 0x0010 ! 116
2232605 0x0020 ! 117
2281670 0x0010 ! 118
2334435 0x0020 ! 119
2391885 0x0010 ! 120
2455555 0x0020 ! 121
2528045 0x0010 ! 122
2614555 0x0000 ! 123
2750904 0x0000 ! 124
#
#
#
