# vx_i: 500.00 vx_f:   0.00 stages:123 phase:   0.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        6510     0x0020     !    1
       17515     0x0010     !    2
       28520     0x0020     !    3
       39525     0x0010     !    4
       50525     0x0020     !    5
       61530     0x0010     !    6
       72535     0x0020     !    7
       83540     0x0010     !    8
       94540     0x0020     !    9
      105545     0x0010     !   10
      116550     0x0020     !   11
      127555     0x0010     !   12
      138555     0x0020     !   13
      149560     0x0010     !   14
      160565     0x0020     !   15
      171570     0x0010     !   16
      182570     0x0020     !   17
      193575     0x0010     !   18
      204580     0x0020     !   19
      215585     0x0010     !   20
      226585     0x0020     !   21
      237590     0x0010     !   22
      248595     0x0020     !   23
      259600     0x0010     !   24
      270600     0x0020     !   25
      281605     0x0010     !   26
      292610     0x0020     !   27
      303615     0x0010     !   28
      314615     0x0020     !   29
      325620     0x0010     !   30
      336625     0x0020     !   31
      347630     0x0010     !   32
      358630     0x0020     !   33
      369635     0x0010     !   34
      380640     0x0020     !   35
      391645     0x0010     !   36
      402645     0x0020     !   37
      413650     0x0010     !   38
      424655     0x0020     !   39
      435660     0x0010     !   40
      446660     0x0020     !   41
      457665     0x0010     !   42
      468670     0x0020     !   43
      479675     0x0010     !   44
      490675     0x0020     !   45
      501680     0x0010     !   46
      512685     0x0020     !   47
      523690     0x0010     !   48
      534690     0x0020     !   49
      545695     0x0010     !   50
      556700     0x0020     !   51
      567705     0x0010     !   52
      578705     0x0020     !   53
      589710     0x0010     !   54
      600715     0x0020     !   55
      611720     0x0010     !   56
      622720     0x0020     !   57
      633725     0x0010     !   58
      644730     0x0020     !   59
      655735     0x0010     !   60
      666735     0x0020     !   61
      677740     0x0010     !   62
      688745     0x0020     !   63
      699750     0x0010     !   64
      710750     0x0020     !   65
      721755     0x0010     !   66
      732760     0x0020     !   67
      743765     0x0010     !   68
      754765     0x0020     !   69
      765770     0x0010     !   70
      776775     0x0020     !   71
      787780     0x0010     !   72
      798780     0x0020     !   73
      809785     0x0010     !   74
      820790     0x0020     !   75
      831795     0x0010     !   76
      842795     0x0020     !   77
      853800     0x0010     !   78
      864805     0x0020     !   79
      875810     0x0010     !   80
      886810     0x0020     !   81
      897815     0x0010     !   82
      908820     0x0020     !   83
      919825     0x0010     !   84
      930825     0x0020     !   85
      941830     0x0010     !   86
      952835     0x0020     !   87
      963840     0x0010     !   88
      974840     0x0020     !   89
      985845     0x0010     !   90
      996850     0x0020     !   91
     1007855     0x0010     !   92
     1018855     0x0020     !   93
     1029860     0x0010     !   94
     1040865     0x0020     !   95
     1051870     0x0010     !   96
     1062870     0x0020     !   97
     1073875     0x0010     !   98
     1084880     0x0020     !   99
     1095885     0x0010     !  100
     1106885     0x0020     !  101
     1117890     0x0010     !  102
     1128895     0x0020     !  103
     1139900     0x0010     !  104
     1150900     0x0020     !  105
     1161905     0x0010     !  106
     1172910     0x0020     !  107
     1183915     0x0010     !  108
     1194915     0x0020     !  109
     1205920     0x0010     !  110
     1216925     0x0020     !  111
     1227930     0x0010     !  112
     1238930     0x0020     !  113
     1249935     0x0010     !  114
     1260940     0x0020     !  115
     1271945     0x0010     !  116
     1282945     0x0020     !  117
     1293950     0x0010     !  118
     1304955     0x0020     !  119
     1315960     0x0010     !  120
     1326960     0x0020     !  121
     1337965     0x0010     !  122
     1348970     0x0000     !  123
     1377500     0x0000     !  124
#
#
# vx_i: 500.00 vx_f: 499.46 stages:123 phase:   0.00 mass:  17.00
