# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  54.10 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11505     0x0020     !    1
       24670     0x0010     !    2
       37885     0x0020     !    3
       51160     0x0010     !    4
       64485     0x0020     !    5
       77870     0x0010     !    6
       91310     0x0020     !    7
      104805     0x0010     !    8
      118360     0x0020     !    9
      131975     0x0010     !   10
      145650     0x0020     !   11
      159385     0x0010     !   12
      173180     0x0020     !   13
      187040     0x0010     !   14
      200965     0x0020     !   15
      214950     0x0010     !   16
      229000     0x0020     !   17
      243115     0x0010     !   18
      257300     0x0020     !   19
      271550     0x0010     !   20
      285870     0x0020     !   21
      300260     0x0010     !   22
      314720     0x0020     !   23
      329250     0x0010     !   24
      343855     0x0020     !   25
      358535     0x0010     !   26
      373290     0x0020     !   27
      388120     0x0010     !   28
      403025     0x0020     !   29
      418010     0x0010     !   30
      433075     0x0020     !   31
      448225     0x0010     !   32
      463455     0x0020     !   33
      478765     0x0010     !   34
      494165     0x0020     !   35
      509650     0x0010     !   36
      525225     0x0020     !   37
      540890     0x0010     !   38
      556640     0x0020     !   39
      572490     0x0010     !   40
      588430     0x0020     !   41
      604470     0x0010     !   42
      620605     0x0020     !   43
      636845     0x0010     !   44
      653180     0x0020     !   45
      669625     0x0010     !   46
      686170     0x0020     !   47
      702825     0x0010     !   48
      719590     0x0020     !   49
      736470     0x0010     !   50
      753460     0x0020     !   51
      770570     0x0010     !   52
      787795     0x0020     !   53
      805145     0x0010     !   54
      822620     0x0020     !   55
      840220     0x0010     !   56
      857950     0x0020     !   57
      875815     0x0010     !   58
      893815     0x0020     !   59
      911950     0x0010     !   60
      930230     0x0020     !   61
      948655     0x0010     !   62
      967235     0x0020     !   63
      985960     0x0010     !   64
     1004845     0x0020     !   65
     1023890     0x0010     !   66
     1043100     0x0020     !   67
     1062480     0x0010     !   68
     1082035     0x0020     !   69
     1101765     0x0010     !   70
     1121680     0x0020     !   71
     1141785     0x0010     !   72
     1162080     0x0020     !   73
     1182580     0x0010     !   74
     1203285     0x0020     !   75
     1224200     0x0010     !   76
     1245335     0x0020     !   77
     1266695     0x0010     !   78
     1288290     0x0020     !   79
     1310125     0x0010     !   80
     1332210     0x0020     !   81
     1354555     0x0010     !   82
     1377165     0x0020     !   83
     1400050     0x0010     !   84
     1423230     0x0020     !   85
     1446705     0x0010     !   86
     1470490     0x0020     !   87
     1494595     0x0010     !   88
     1519045     0x0020     !   89
     1543840     0x0010     !   90
     1569005     0x0020     !   91
     1594555     0x0010     !   92
     1620505     0x0020     !   93
     1646880     0x0010     !   94
     1673695     0x0020     !   95
     1700975     0x0010     !   96
     1728750     0x0020     !   97
     1757040     0x0010     !   98
     1785880     0x0020     !   99
     1815305     0x0010     !  100
     1845345     0x0020     !  101
     1876050     0x0010     !  102
     1907455     0x0020     !  103
     1939620     0x0010     !  104
     1972595     0x0020     !  105
     2006455     0x0010     !  106
     2041260     0x0020     !  107
     2077110     0x0010     !  108
     2114095     0x0020     !  109
     2152330     0x0010     !  110
     2191960     0x0020     !  111
     2233140     0x0010     !  112
     2276070     0x0020     !  113
     2321000     0x0010     !  114
     2368230     0x0020     !  115
     2418160     0x0010     !  116
     2471315     0x0020     !  117
     2528405     0x0010     !  118
     2590475     0x0020     !  119
     2659105     0x0010     !  120
     2736960     0x0020     !  121
     2829250     0x0010     !  122
     2949585     0x0000     !  123
     3338623     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:  32.38 stages:123 phase:  54.10 mass:  17.00
