# vx_i: 430.00 vx_f:   0.00 stages:123 phase:  20.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        8830     0x0020     !    1
       21645     0x0010     !    2
       34480     0x0020     !    3
       47330     0x0010     !    4
       60200     0x0020     !    5
       73085     0x0010     !    6
       85990     0x0020     !    7
       98910     0x0010     !    8
      111850     0x0020     !    9
      124805     0x0010     !   10
      137785     0x0020     !   11
      150780     0x0010     !   12
      163790     0x0020     !   13
      176820     0x0010     !   14
      189870     0x0020     !   15
      202940     0x0010     !   16
      216025     0x0020     !   17
      229130     0x0010     !   18
      242255     0x0020     !   19
      255400     0x0010     !   20
      268560     0x0020     !   21
      281745     0x0010     !   22
      294945     0x0020     !   23
      308165     0x0010     !   24
      321405     0x0020     !   25
      334660     0x0010     !   26
      347940     0x0020     !   27
      361235     0x0010     !   28
      374555     0x0020     !   29
      387890     0x0010     !   30
      401250     0x0020     !   31
      414625     0x0010     !   32
      428020     0x0020     !   33
      441440     0x0010     !   34
      454875     0x0020     !   35
      468335     0x0010     !   36
      481810     0x0020     !   37
      495310     0x0010     !   38
      508830     0x0020     !   39
      522365     0x0010     !   40
      535925     0x0020     !   41
      549510     0x0010     !   42
      563110     0x0020     !   43
      576735     0x0010     !   44
      590380     0x0020     !   45
      604045     0x0010     !   46
      617730     0x0020     !   47
      631440     0x0010     !   48
      645170     0x0020     !   49
      658920     0x0010     !   50
      672695     0x0020     !   51
      686490     0x0010     !   52
      700305     0x0020     !   53
      714145     0x0010     !   54
      728005     0x0020     !   55
      741890     0x0010     !   56
      755795     0x0020     !   57
      769725     0x0010     !   58
      783675     0x0020     !   59
      797650     0x0010     !   60
      811645     0x0020     !   61
      825665     0x0010     !   62
      839710     0x0020     !   63
      853775     0x0010     !   64
      867865     0x0020     !   65
      881975     0x0010     !   66
      896110     0x0020     !   67
      910270     0x0010     !   68
      924455     0x0020     !   69
      938660     0x0010     !   70
      952895     0x0020     !   71
      967150     0x0010     !   72
      981430     0x0020     !   73
      995730     0x0010     !   74
     1010060     0x0020     !   75
     1024415     0x0010     !   76
     1038790     0x0020     !   77
     1053195     0x0010     !   78
     1067620     0x0020     !   79
     1082075     0x0010     !   80
     1096550     0x0020     !   81
     1111055     0x0010     !   82
     1125585     0x0020     !   83
     1140140     0x0010     !   84
     1154720     0x0020     !   85
     1169325     0x0010     !   86
     1183960     0x0020     !   87
     1198615     0x0010     !   88
     1213300     0x0020     !   89
     1228015     0x0010     !   90
     1242750     0x0020     !   91
     1257515     0x0010     !   92
     1272310     0x0020     !   93
     1287125     0x0010     !   94
     1301975     0x0020     !   95
     1316845     0x0010     !   96
     1331745     0x0020     !   97
     1346675     0x0010     !   98
     1361630     0x0020     !   99
     1376615     0x0010     !  100
     1391630     0x0020     !  101
     1406670     0x0010     !  102
     1421740     0x0020     !  103
     1436840     0x0010     !  104
     1451965     0x0020     !  105
     1467120     0x0010     !  106
     1482305     0x0020     !  107
     1497520     0x0010     !  108
     1512765     0x0020     !  109
     1528035     0x0010     !  110
     1543340     0x0020     !  111
     1558675     0x0010     !  112
     1574035     0x0020     !  113
     1589430     0x0010     !  114
     1604855     0x0020     !  115
     1620310     0x0010     !  116
     1635795     0x0020     !  117
     1651310     0x0010     !  118
     1666860     0x0020     !  119
     1682440     0x0010     !  120
     1698050     0x0020     !  121
     1713695     0x0010     !  122
     1729370     0x0000     !  123
     1768339     0x0000     !  124
#
#
# vx_i: 430.00 vx_f: 349.99 stages:123 phase:  20.00 mass:  17.00
