# vx_i: 480.00 vx_f:   0.00 stages:123 phase:  50.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        9930     0x0020     !    1
       21430     0x0010     !    2
       32965     0x0020     !    3
       44530     0x0010     !    4
       56130     0x0020     !    5
       67765     0x0010     !    6
       79435     0x0020     !    7
       91135     0x0010     !    8
      102875     0x0020     !    9
      114650     0x0010     !   10
      126460     0x0020     !   11
      138305     0x0010     !   12
      150185     0x0020     !   13
      162105     0x0010     !   14
      174060     0x0020     !   15
      186050     0x0010     !   16
      198080     0x0020     !   17
      210150     0x0010     !   18
      222255     0x0020     !   19
      234400     0x0010     !   20
      246585     0x0020     !   21
      258810     0x0010     !   22
      271075     0x0020     !   23
      283380     0x0010     !   24
      295720     0x0020     !   25
      308110     0x0010     !   26
      320535     0x0020     !   27
      333005     0x0010     !   28
      345515     0x0020     !   29
      358070     0x0010     !   30
      370670     0x0020     !   31
      383310     0x0010     !   32
      395995     0x0020     !   33
      408725     0x0010     !   34
      421500     0x0020     !   35
      434320     0x0010     !   36
      447185     0x0020     !   37
      460100     0x0010     !   38
      473060     0x0020     !   39
      486065     0x0010     !   40
      499125     0x0020     !   41
      512225     0x0010     !   42
      525380     0x0020     !   43
      538585     0x0010     !   44
      551840     0x0020     !   45
      565140     0x0010     !   46
      578500     0x0020     !   47
      591905     0x0010     !   48
      605365     0x0020     !   49
      618880     0x0010     !   50
      632450     0x0020     !   51
      646070     0x0010     !   52
      659750     0x0020     !   53
      673485     0x0010     !   54
      687275     0x0020     !   55
      701120     0x0010     !   56
      715025     0x0020     !   57
      728990     0x0010     !   58
      743015     0x0020     !   59
      757100     0x0010     !   60
      771245     0x0020     !   61
      785455     0x0010     !   62
      799725     0x0020     !   63
      814055     0x0010     !   64
      828455     0x0020     !   65
      842920     0x0010     !   66
      857450     0x0020     !   67
      872045     0x0010     !   68
      886710     0x0020     !   69
      901445     0x0010     !   70
      916250     0x0020     !   71
      931125     0x0010     !   72
      946070     0x0020     !   73
      961090     0x0010     !   74
      976185     0x0020     !   75
      991355     0x0010     !   76
     1006600     0x0020     !   77
     1021925     0x0010     !   78
     1037325     0x0020     !   79
     1052810     0x0010     !   80
     1068370     0x0020     !   81
     1084020     0x0010     !   82
     1099750     0x0020     !   83
     1115565     0x0010     !   84
     1131465     0x0020     !   85
     1147455     0x0010     !   86
     1163535     0x0020     !   87
     1179710     0x0010     !   88
     1195970     0x0020     !   89
     1212330     0x0010     !   90
     1228785     0x0020     !   91
     1245335     0x0010     !   92
     1261985     0x0020     !   93
     1278740     0x0010     !   94
     1295595     0x0020     !   95
     1312555     0x0010     !   96
     1329620     0x0020     !   97
     1346800     0x0010     !   98
     1364085     0x0020     !   99
     1381485     0x0010     !  100
     1399005     0x0020     !  101
     1416640     0x0010     !  102
     1434395     0x0020     !  103
     1452270     0x0010     !  104
     1470275     0x0020     !  105
     1488405     0x0010     !  106
     1506670     0x0020     !  107
     1525065     0x0010     !  108
     1543600     0x0020     !  109
     1562270     0x0010     !  110
     1581090     0x0020     !  111
     1600050     0x0010     !  112
     1619165     0x0020     !  113
     1638430     0x0010     !  114
     1657855     0x0020     !  115
     1677440     0x0010     !  116
     1697190     0x0020     !  117
     1717110     0x0010     !  118
     1737200     0x0020     !  119
     1757475     0x0010     !  120
     1777930     0x0020     !  121
     1798575     0x0010     !  122
     1819415     0x0000     !  123
     1848898     0x0000     !  124
#
#
# vx_i: 480.00 vx_f: 261.92 stages:123 phase:  50.00 mass:  17.00
