#
#
#
#
1010 0x0010 ! 
8120 0x0020 ! 1
20925 0x0010 ! 2
33740 0x0020 ! 3
46565 0x0010 ! 4
59395 0x0020 ! 5
72235 0x0010 ! 6
85085 0x0020 ! 7
97940 0x0010 ! 8
110810 0x0020 ! 9
123685 0x0010 ! 10
136570 0x0020 ! 11
149460 0x0010 ! 12
162365 0x0020 ! 13
175275 0x0010 ! 14
188195 0x0020 ! 15
201125 0x0010 ! 16
214060 0x0020 ! 17
227010 0x0010 ! 18
239965 0x0020 ! 19
252930 0x0010 ! 20
265900 0x0020 ! 21
278885 0x0010 ! 22
291875 0x0020 ! 23
304880 0x0010 ! 24
317890 0x0020 ! 25
330905 0x0010 ! 26
343935 0x0020 ! 27
356970 0x0010 ! 28
370020 0x0020 ! 29
383075 0x0010 ! 30
396140 0x0020 ! 31
409215 0x0010 ! 32
422295 0x0020 ! 33
435390 0x0010 ! 34
448490 0x0020 ! 35
461605 0x0010 ! 36
474725 0x0020 ! 37
487855 0x0010 ! 38
500995 0x0020 ! 39
514140 0x0010 ! 40
527300 0x0020 ! 41
540465 0x0010 ! 42
553645 0x0020 ! 43
566830 0x0010 ! 44
580025 0x0020 ! 45
593230 0x0010 ! 46
606445 0x0020 ! 47
619670 0x0010 ! 48
632905 0x0020 ! 49
646150 0x0010 ! 50
659400 0x0020 ! 51
672665 0x0010 ! 52
685935 0x0020 ! 53
699220 0x0010 ! 54
712510 0x0020 ! 55
725810 0x0010 ! 56
739125 0x0020 ! 57
752445 0x0010 ! 58
765775 0x0020 ! 59
779115 0x0010 ! 60
792465 0x0020 ! 61
805825 0x0010 ! 62
819195 0x0020 ! 63
832575 0x0010 ! 64
845965 0x0020 ! 65
859365 0x0010 ! 66
872775 0x0020 ! 67
886195 0x0010 ! 68
899625 0x0020 ! 69
913065 0x0010 ! 70
926515 0x0020 ! 71
939975 0x0010 ! 72
953445 0x0020 ! 73
966925 0x0010 ! 74
980415 0x0020 ! 75
993915 0x0010 ! 76
1007425 0x0020 ! 77
1020945 0x0010 ! 78
1034475 0x0020 ! 79
1048015 0x0010 ! 80
1061570 0x0020 ! 81
1075130 0x0010 ! 82
1088705 0x0020 ! 83
1102285 0x0010 ! 84
1115880 0x0020 ! 85
1129480 0x0010 ! 86
1143095 0x0020 ! 87
1156720 0x0010 ! 88
1170355 0x0020 ! 89
1184000 0x0010 ! 90
1197655 0x0020 ! 91
1211320 0x0010 ! 92
1224995 0x0020 ! 93
1238685 0x0010 ! 94
1252380 0x0020 ! 95
1266090 0x0010 ! 96
1279810 0x0020 ! 97
1293540 0x0010 ! 98
1307280 0x0020 ! 99
1321030 0x0010 ! 100
1334795 0x0020 ! 101
1348565 0x0010 ! 102
1362350 0x0020 ! 103
1376145 0x0010 ! 104
1389950 0x0020 ! 105
1403765 0x0010 ! 106
1417595 0x0020 ! 107
1431430 0x0010 ! 108
1445280 0x0020 ! 109
1459140 0x0010 ! 110
1473010 0x0020 ! 111
1486895 0x0010 ! 112
1500785 0x0020 ! 113
1514690 0x0010 ! 114
1528605 0x0020 ! 115
1542530 0x0010 ! 116
1556470 0x0020 ! 117
1570420 0x0010 ! 118
1584380 0x0020 ! 119
1598350 0x0010 ! 120
1612335 0x0020 ! 121
1626325 0x0010 ! 122
1640330 0x0000 ! 123
1675894 0x0000 ! 124
#
#
#
