# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  52.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11355     0x0020     !    1
       24515     0x0010     !    2
       37725     0x0020     !    3
       50990     0x0010     !    4
       64310     0x0020     !    5
       77680     0x0010     !    6
       91105     0x0020     !    7
      104585     0x0010     !    8
      118125     0x0020     !    9
      131715     0x0010     !   10
      145365     0x0020     !   11
      159075     0x0010     !   12
      172840     0x0020     !   13
      186665     0x0010     !   14
      200555     0x0020     !   15
      214500     0x0010     !   16
      228510     0x0020     !   17
      242580     0x0010     !   18
      256715     0x0020     !   19
      270915     0x0010     !   20
      285180     0x0020     !   21
      299510     0x0010     !   22
      313910     0x0020     !   23
      328375     0x0010     !   24
      342910     0x0020     !   25
      357515     0x0010     !   26
      372190     0x0020     !   27
      386940     0x0010     !   28
      401760     0x0020     !   29
      416655     0x0010     !   30
      431625     0x0020     !   31
      446675     0x0010     !   32
      461795     0x0020     !   33
      477000     0x0010     !   34
      492285     0x0020     !   35
      507650     0x0010     !   36
      523095     0x0020     !   37
      538630     0x0010     !   38
      554245     0x0020     !   39
      569950     0x0010     !   40
      585745     0x0020     !   41
      601625     0x0010     !   42
      617600     0x0020     !   43
      633665     0x0010     !   44
      649830     0x0020     !   45
      666085     0x0010     !   46
      682440     0x0020     !   47
      698900     0x0010     !   48
      715455     0x0020     !   49
      732115     0x0010     !   50
      748885     0x0020     !   51
      765760     0x0010     !   52
      782745     0x0020     !   53
      799840     0x0010     !   54
      817050     0x0020     !   55
      834375     0x0010     !   56
      851825     0x0020     !   57
      869390     0x0010     !   58
      887080     0x0020     !   59
      904900     0x0010     !   60
      922850     0x0020     !   61
      940925     0x0010     !   62
      959140     0x0020     !   63
      977495     0x0010     !   64
      995990     0x0020     !   65
     1014630     0x0010     !   66
     1033415     0x0020     !   67
     1052355     0x0010     !   68
     1071450     0x0020     !   69
     1090705     0x0010     !   70
     1110125     0x0020     !   71
     1129710     0x0010     !   72
     1149470     0x0020     !   73
     1169405     0x0010     !   74
     1189520     0x0020     !   75
     1209825     0x0010     !   76
     1230320     0x0020     !   77
     1251010     0x0010     !   78
     1271910     0x0020     !   79
     1293015     0x0010     !   80
     1314340     0x0020     !   81
     1335885     0x0010     !   82
     1357660     0x0020     !   83
     1379670     0x0010     !   84
     1401930     0x0020     !   85
     1424440     0x0010     !   86
     1447215     0x0020     !   87
     1470260     0x0010     !   88
     1493590     0x0020     !   89
     1517210     0x0010     !   90
     1541135     0x0020     !   91
     1565380     0x0010     !   92
     1589950     0x0020     !   93
     1614860     0x0010     !   94
     1640130     0x0020     !   95
     1665775     0x0010     !   96
     1691805     0x0020     !   97
     1718250     0x0010     !   98
     1745120     0x0020     !   99
     1772440     0x0010     !  100
     1800235     0x0020     !  101
     1828530     0x0010     !  102
     1857350     0x0020     !  103
     1886725     0x0010     !  104
     1916695     0x0020     !  105
     1947290     0x0010     !  106
     1978555     0x0020     !  107
     2010540     0x0010     !  108
     2043285     0x0020     !  109
     2076860     0x0010     !  110
     2111325     0x0020     !  111
     2146755     0x0010     !  112
     2183235     0x0020     !  113
     2220865     0x0010     !  114
     2259765     0x0020     !  115
     2300070     0x0010     !  116
     2341940     0x0020     !  117
     2385585     0x0010     !  118
     2431235     0x0020     !  119
     2479210     0x0010     !  120
     2529895     0x0020     !  121
     2583820     0x0010     !  122
     2641690     0x0000     !  123
     2727583     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:  89.19 stages:123 phase:  52.00 mass:  17.00
