#
#
#
#
1010 0x0010 ! 
10255 0x0020 ! 1
23095 0x0010 ! 2
35965 0x0020 ! 3
48875 0x0010 ! 4
61825 0x0020 ! 5
74810 0x0010 ! 6
87830 0x0020 ! 7
100890 0x0010 ! 8
113990 0x0020 ! 9
127130 0x0010 ! 10
140305 0x0020 ! 11
153520 0x0010 ! 12
166780 0x0020 ! 13
180075 0x0010 ! 14
193410 0x0020 ! 15
206790 0x0010 ! 16
220210 0x0020 ! 17
233670 0x0010 ! 18
247175 0x0020 ! 19
260720 0x0010 ! 20
274310 0x0020 ! 21
287940 0x0010 ! 22
301615 0x0020 ! 23
315335 0x0010 ! 24
329100 0x0020 ! 25
342910 0x0010 ! 26
356765 0x0020 ! 27
370665 0x0010 ! 28
384615 0x0020 ! 29
398610 0x0010 ! 30
412650 0x0020 ! 31
426740 0x0010 ! 32
440875 0x0020 ! 33
455065 0x0010 ! 34
469300 0x0020 ! 35
483585 0x0010 ! 36
497920 0x0020 ! 37
512310 0x0010 ! 38
526745 0x0020 ! 39
541240 0x0010 ! 40
555780 0x0020 ! 41
570375 0x0010 ! 42
585030 0x0020 ! 43
599730 0x0010 ! 44
614490 0x0020 ! 45
629305 0x0010 ! 46
644175 0x0020 ! 47
659105 0x0010 ! 48
674090 0x0020 ! 49
689135 0x0010 ! 50
704235 0x0020 ! 51
719400 0x0010 ! 52
734620 0x0020 ! 53
749905 0x0010 ! 54
765250 0x0020 ! 55
780655 0x0010 ! 56
796125 0x0020 ! 57
811660 0x0010 ! 58
827260 0x0020 ! 59
842925 0x0010 ! 60
858660 0x0020 ! 61
874455 0x0010 ! 62
890325 0x0020 ! 63
906260 0x0010 ! 64
922265 0x0020 ! 65
938345 0x0010 ! 66
954495 0x0020 ! 67
970715 0x0010 ! 68
987010 0x0020 ! 69
1003380 0x0010 ! 70
1019830 0x0020 ! 71
1036350 0x0010 ! 72
1052955 0x0020 ! 73
1069635 0x0010 ! 74
1086395 0x0020 ! 75
1103240 0x0010 ! 76
1120165 0x0020 ! 77
1137175 0x0010 ! 78
1154270 0x0020 ! 79
1171450 0x0010 ! 80
1188720 0x0020 ! 81
1206080 0x0010 ! 82
1223525 0x0020 ! 83
1241070 0x0010 ! 84
1258705 0x0020 ! 85
1276430 0x0010 ! 86
1294260 0x0020 ! 87
1312185 0x0010 ! 88
1330205 0x0020 ! 89
1348330 0x0010 ! 90
1366560 0x0020 ! 91
1384895 0x0010 ! 92
1403335 0x0020 ! 93
1421885 0x0010 ! 94
1440545 0x0020 ! 95
1459320 0x0010 ! 96
1478205 0x0020 ! 97
1497210 0x0010 ! 98
1516335 0x0020 ! 99
1535580 0x0010 ! 100
1554945 0x0020 ! 101
1574440 0x0010 ! 102
1594065 0x0020 ! 103
1613820 0x0010 ! 104
1633705 0x0020 ! 105
1653730 0x0010 ! 106
1673895 0x0020 ! 107
1694205 0x0010 ! 108
1714655 0x0020 ! 109
1735255 0x0010 ! 110
1756010 0x0020 ! 111
1776915 0x0010 ! 112
1797985 0x0020 ! 113
1819215 0x0010 ! 114
1840610 0x0020 ! 115
1862175 0x0010 ! 116
1883915 0x0020 ! 117
1905835 0x0010 ! 118
1927940 0x0020 ! 119
1950230 0x0010 ! 120
1972715 0x0020 ! 121
1995395 0x0010 ! 122
2018280 0x0000 ! 123
2072919 0x0000 ! 124
#
#
#
