# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  55.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11575     0x0020     !    1
       24735     0x0010     !    2
       37955     0x0020     !    3
       51230     0x0010     !    4
       64560     0x0020     !    5
       77950     0x0010     !    6
       91395     0x0020     !    7
      104900     0x0010     !    8
      118465     0x0020     !    9
      132090     0x0010     !   10
      145775     0x0020     !   11
      159520     0x0010     !   12
      173330     0x0020     !   13
      187200     0x0010     !   14
      201140     0x0020     !   15
      215140     0x0010     !   16
      229210     0x0020     !   17
      243345     0x0010     !   18
      257550     0x0020     !   19
      271825     0x0010     !   20
      286170     0x0020     !   21
      300580     0x0010     !   22
      315070     0x0020     !   23
      329630     0x0010     !   24
      344265     0x0020     !   25
      358975     0x0010     !   26
      373760     0x0020     !   27
      388625     0x0010     !   28
      403570     0x0020     !   29
      418595     0x0010     !   30
      433705     0x0020     !   31
      448895     0x0010     !   32
      464170     0x0020     !   33
      479530     0x0010     !   34
      494980     0x0020     !   35
      510515     0x0010     !   36
      526145     0x0020     !   37
      541865     0x0010     !   38
      557680     0x0020     !   39
      573590     0x0010     !   40
      589595     0x0020     !   41
      605705     0x0010     !   42
      621910     0x0020     !   43
      638220     0x0010     !   44
      654635     0x0020     !   45
      671160     0x0010     !   46
      687790     0x0020     !   47
      704530     0x0010     !   48
      721390     0x0020     !   49
      738360     0x0010     !   50
      755450     0x0020     !   51
      772660     0x0010     !   52
      789995     0x0020     !   53
      807455     0x0010     !   54
      825045     0x0020     !   55
      842770     0x0010     !   56
      860625     0x0020     !   57
      878620     0x0010     !   58
      896755     0x0020     !   59
      915035     0x0010     !   60
      933460     0x0020     !   61
      952040     0x0010     !   62
      970775     0x0020     !   63
      989670     0x0010     !   64
     1008730     0x0020     !   65
     1027955     0x0010     !   66
     1047355     0x0020     !   67
     1066930     0x0010     !   68
     1086690     0x0020     !   69
     1106635     0x0010     !   70
     1126770     0x0020     !   71
     1147110     0x0010     !   72
     1167650     0x0020     !   73
     1188400     0x0010     !   74
     1209370     0x0020     !   75
     1230565     0x0010     !   76
     1251990     0x0020     !   77
     1273655     0x0010     !   78
     1295570     0x0020     !   79
     1317740     0x0010     !   80
     1340175     0x0020     !   81
     1362885     0x0010     !   82
     1385880     0x0020     !   83
     1409170     0x0010     !   84
     1432775     0x0020     !   85
     1456695     0x0010     !   86
     1480955     0x0020     !   87
     1505560     0x0010     !   88
     1530535     0x0020     !   89
     1555885     0x0010     !   90
     1581640     0x0020     !   91
     1607810     0x0010     !   92
     1634425     0x0020     !   93
     1661500     0x0010     !   94
     1689065     0x0020     !   95
     1717140     0x0010     !   96
     1745765     0x0020     !   97
     1774970     0x0010     !   98
     1804790     0x0020     !   99
     1835265     0x0010     !  100
     1866440     0x0020     !  101
     1898370     0x0010     !  102
     1931110     0x0020     !  103
     1964720     0x0010     !  104
     1999280     0x0020     !  105
     2034875     0x0010     !  106
     2071600     0x0020     !  107
     2109575     0x0010     !  108
     2148930     0x0020     !  109
     2189835     0x0010     !  110
     2232485     0x0020     !  111
     2277125     0x0010     !  112
     2324060     0x0020     !  113
     2373695     0x0010     !  114
     2426545     0x0020     !  115
     2483335     0x0010     !  116
     2545110     0x0020     !  117
     2613470     0x0010     !  118
     2691120     0x0020     !  119
     2783380     0x0010     !  120
     2904420     0x0020     !  121
