# vx_i: 430.00 vx_f:   0.00 stages:123 phase:  30.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        9545     0x0020     !    1
       22370     0x0010     !    2
       35220     0x0020     !    3
       48100     0x0010     !    4
       61010     0x0020     !    5
       73940     0x0010     !    6
       86905     0x0020     !    7
       99895     0x0010     !    8
      112910     0x0020     !    9
      125955     0x0010     !   10
      139030     0x0020     !   11
      152130     0x0010     !   12
      165260     0x0020     !   13
      178420     0x0010     !   14
      191610     0x0020     !   15
      204825     0x0010     !   16
      218075     0x0020     !   17
      231350     0x0010     !   18
      244655     0x0020     !   19
      257995     0x0010     !   20
      271360     0x0020     !   21
      284755     0x0010     !   22
      298185     0x0020     !   23
      311645     0x0010     !   24
      325135     0x0020     !   25
      338655     0x0010     !   26
      352205     0x0020     !   27
      365790     0x0010     !   28
      379405     0x0020     !   29
      393055     0x0010     !   30
      406735     0x0020     !   31
      420450     0x0010     !   32
      434195     0x0020     !   33
      447975     0x0010     !   34
      461785     0x0020     !   35
      475630     0x0010     !   36
      489510     0x0020     !   37
      503425     0x0010     !   38
      517375     0x0020     !   39
      531355     0x0010     !   40
      545375     0x0020     !   41
      559425     0x0010     !   42
      573515     0x0020     !   43
      587640     0x0010     !   44
      601800     0x0020     !   45
      615995     0x0010     !   46
      630225     0x0020     !   47
      644495     0x0010     !   48
      658800     0x0020     !   49
      673145     0x0010     !   50
      687525     0x0020     !   51
      701945     0x0010     !   52
      716400     0x0020     !   53
      730895     0x0010     !   54
      745430     0x0020     !   55
      760005     0x0010     !   56
      774615     0x0020     !   57
      789270     0x0010     !   58
      803960     0x0020     !   59
      818695     0x0010     !   60
      833470     0x0020     !   61
      848285     0x0010     !   62
      863140     0x0020     !   63
      878040     0x0010     !   64
      892980     0x0020     !   65
      907960     0x0010     !   66
      922990     0x0020     !   67
      938055     0x0010     !   68
      953170     0x0020     !   69
      968325     0x0010     !   70
      983525     0x0020     !   71
      998775     0x0010     !   72
     1014065     0x0020     !   73
     1029400     0x0010     !   74
     1044785     0x0020     !   75
     1060210     0x0010     !   76
     1075690     0x0020     !   77
     1091210     0x0010     !   78
     1106780     0x0020     !   79
     1122400     0x0010     !   80
     1138070     0x0020     !   81
     1153785     0x0010     !   82
     1169550     0x0020     !   83
     1185365     0x0010     !   84
     1201235     0x0020     !   85
     1217150     0x0010     !   86
     1233120     0x0020     !   87
     1249140     0x0010     !   88
     1265215     0x0020     !   89
     1281340     0x0010     !   90
     1297520     0x0020     !   91
     1313755     0x0010     !   92
     1330040     0x0020     !   93
     1346385     0x0010     !   94
     1362785     0x0020     !   95
     1379240     0x0010     !   96
     1395750     0x0020     !   97
     1412320     0x0010     !   98
     1428950     0x0020     !   99
     1445635     0x0010     !  100
     1462380     0x0020     !  101
     1479185     0x0010     !  102
     1496055     0x0020     !  103
     1512980     0x0010     !  104
     1529970     0x0020     !  105
     1547020     0x0010     !  106
     1564135     0x0020     !  107
     1581315     0x0010     !  108
     1598560     0x0020     !  109
     1615870     0x0010     !  110
     1633245     0x0020     !  111
     1650685     0x0010     !  112
     1668195     0x0020     !  113
     1685775     0x0010     !  114
     1703425     0x0020     !  115
     1721140     0x0010     !  116
     1738930     0x0020     !  117
     1756790     0x0010     !  118
     1774725     0x0020     !  119
     1792735     0x0010     !  120
     1810815     0x0020     !  121
     1828975     0x0010     !  122
     1847205     0x0000     !  123
     1891594     0x0000     !  124
#
#
# vx_i: 430.00 vx_f: 300.37 stages:123 phase:  30.00 mass:  17.00
