# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  53.20 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11440     0x0020     !    1
       24605     0x0010     !    2
       37820     0x0020     !    3
       51085     0x0010     !    4
       64410     0x0020     !    5
       77790     0x0010     !    6
       91220     0x0020     !    7
      104710     0x0010     !    8
      118260     0x0020     !    9
      131865     0x0010     !   10
      145530     0x0020     !   11
      159255     0x0010     !   12
      173035     0x0020     !   13
      186880     0x0010     !   14
      200790     0x0020     !   15
      214760     0x0010     !   16
      228790     0x0020     !   17
      242890     0x0010     !   18
      257050     0x0020     !   19
      271280     0x0010     !   20
      285575     0x0020     !   21
      299940     0x0010     !   22
      314375     0x0020     !   23
      328880     0x0010     !   24
      343455     0x0020     !   25
      358100     0x0010     !   26
      372820     0x0020     !   27
      387615     0x0010     !   28
      402485     0x0020     !   29
      417435     0x0010     !   30
      432460     0x0020     !   31
      447565     0x0010     !   32
      462750     0x0020     !   33
      478015     0x0010     !   34
      493365     0x0020     !   35
      508800     0x0010     !   36
      524320     0x0020     !   37
      539925     0x0010     !   38
      555620     0x0020     !   39
      571410     0x0010     !   40
      587285     0x0020     !   41
      603260     0x0010     !   42
      619325     0x0020     !   43
      635490     0x0010     !   44
      651750     0x0020     !   45
      668115     0x0010     !   46
      684580     0x0020     !   47
      701150     0x0010     !   48
      717825     0x0020     !   49
      734610     0x0010     !   50
      751505     0x0020     !   51
      768515     0x0010     !   52
      785640     0x0020     !   53
      802880     0x0010     !   54
      820240     0x0020     !   55
      837725     0x0010     !   56
      855330     0x0020     !   57
      873065     0x0010     !   58
      890935     0x0020     !   59
      908935     0x0010     !   60
      927070     0x0020     !   61
      945345     0x0010     !   62
      963765     0x0020     !   63
      982335     0x0010     !   64
     1001050     0x0020     !   65
     1019920     0x0010     !   66
     1038945     0x0020     !   67
     1058135     0x0010     !   68
     1077490     0x0020     !   69
     1097015     0x0010     !   70
     1116715     0x0020     !   71
     1136595     0x0010     !   72
     1156655     0x0020     !   73
     1176910     0x0010     !   74
     1197360     0x0020     !   75
     1218005     0x0010     !   76
     1238865     0x0020     !   77
     1259935     0x0010     !   78
     1281225     0x0020     !   79
     1302740     0x0010     !   80
     1324490     0x0020     !   81
     1346485     0x0010     !   82
     1368730     0x0020     !   83
     1391235     0x0010     !   84
     1414005     0x0020     !   85
     1437055     0x0010     !   86
     1460395     0x0020     !   87
     1484035     0x0010     !   88
     1507990     0x0020     !   89
     1532265     0x0010     !   90
     1556880     0x0020     !   91
     1581845     0x0010     !   92
     1607185     0x0020     !   93
     1632905     0x0010     !   94
     1659030     0x0020     !   95
     1685580     0x0010     !   96
     1712570     0x0020     !   97
     1740030     0x0010     !   98
     1767980     0x0020     !   99
     1796455     0x0010     !  100
     1825475     0x0020     !  101
     1855080     0x0010     !  102
     1885305     0x0020     !  103
     1916190     0x0010     !  104
     1947785     0x0020     !  105
     1980130     0x0010     !  106
     2013290     0x0020     !  107
     2047330     0x0010     !  108
     2082325     0x0020     !  109
     2118350     0x0010     !  110
     2155515     0x0020     !  111
     2193925     0x0010     !  112
     2233725     0x0020     !  113
     2275065     0x0010     !  114
     2318150     0x0020     !  115
     2363215     0x0010     !  116
     2410565     0x0020     !  117
     2460585     0x0010     !  118
     2513785     0x0020     !  119
     2570865     0x0010     !  120
     2632820     0x0020     !  121
     2701170     0x0010     !  122
     2778430     0x0000     !  123
     2899179     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:  63.14 stages:123 phase:  53.20 mass:  17.00
