# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  40.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       10480     0x0020     !    1
       23620     0x0010     !    2
       36805     0x0020     !    3
       50030     0x0010     !    4
       63295     0x0020     !    5
       76595     0x0010     !    6
       89940     0x0020     !    7
      103325     0x0010     !    8
      116755     0x0020     !    9
      130220     0x0010     !   10
      143730     0x0020     !   11
      157285     0x0010     !   12
      170880     0x0020     !   13
      184520     0x0010     !   14
      198205     0x0020     !   15
      211930     0x0010     !   16
      225705     0x0020     !   17
      239520     0x0010     !   18
      253385     0x0020     !   19
      267295     0x0010     !   20
      281250     0x0020     !   21
      295250     0x0010     !   22
      309300     0x0020     !   23
      323400     0x0010     !   24
      337545     0x0020     !   25
      351740     0x0010     !   26
      365985     0x0020     !   27
      380280     0x0010     !   28
      394625     0x0020     !   29
      409020     0x0010     !   30
      423470     0x0020     !   31
      437965     0x0010     !   32
      452520     0x0020     !   33
      467125     0x0010     !   34
      481785     0x0020     !   35
      496500     0x0010     !   36
      511265     0x0020     !   37
      526090     0x0010     !   38
      540970     0x0020     !   39
      555910     0x0010     !   40
      570905     0x0020     !   41
      585960     0x0010     !   42
      601070     0x0020     !   43
      616245     0x0010     !   44
      631475     0x0020     !   45
      646770     0x0010     !   46
      662125     0x0020     !   47
      677545     0x0010     !   48
      693025     0x0020     !   49
      708570     0x0010     !   50
      724180     0x0020     !   51
      739860     0x0010     !   52
      755600     0x0020     !   53
      771415     0x0010     !   54
      787290     0x0020     !   55
      803240     0x0010     !   56
      819260     0x0020     !   57
      835350     0x0010     !   58
      851510     0x0020     !   59
      867745     0x0010     !   60
      884055     0x0020     !   61
      900435     0x0010     !   62
      916895     0x0020     !   63
      933435     0x0010     !   64
      950050     0x0020     !   65
      966745     0x0010     !   66
      983520     0x0020     !   67
     1000375     0x0010     !   68
     1017315     0x0020     !   69
     1034340     0x0010     !   70
     1051450     0x0020     !   71
     1068645     0x0010     !   72
     1085930     0x0020     !   73
     1103305     0x0010     !   74
     1120770     0x0020     !   75
     1138325     0x0010     !   76
     1155975     0x0020     !   77
     1173725     0x0010     !   78
     1191565     0x0020     !   79
     1209505     0x0010     !   80
     1227550     0x0020     !   81
     1245690     0x0010     !   82
     1263935     0x0020     !   83
     1282290     0x0010     !   84
     1300750     0x0020     !   85
     1319315     0x0010     !   86
     1337995     0x0020     !   87
     1356785     0x0010     !   88
     1375695     0x0020     !   89
     1394720     0x0010     !   90
     1413860     0x0020     !   91
     1433130     0x0010     !   92
     1452520     0x0020     !   93
     1472035     0x0010     !   94
     1491680     0x0020     !   95
     1511455     0x0010     !   96
     1531365     0x0020     !   97
     1551415     0x0010     !   98
     1571605     0x0020     !   99
     1591935     0x0010     !  100
     1612410     0x0020     !  101
     1633040     0x0010     !  102
     1653815     0x0020     !  103
     1674750     0x0010     !  104
     1695845     0x0020     !  105
     1717105     0x0010     !  106
     1738530     0x0020     !  107
     1760125     0x0010     !  108
     1781895     0x0020     !  109
     1803845     0x0010     !  110
     1825980     0x0020     !  111
     1848300     0x0010     !  112
     1870820     0x0020     !  113
     1893535     0x0010     !  114
     1916455     0x0020     !  115
     1939585     0x0010     !  116
     1962930     0x0020     !  117
     1986495     0x0010     !  118
     2010295     0x0020     !  119
     2034325     0x0010     !  120
     2058595     0x0020     !  121
     2083120     0x0010     !  122
     2107900     0x0000     !  123
     2144407     0x0000     !  124
#
#
# vx_i: 420.00 vx_f: 219.90 stages:123 phase:  40.00 mass:  17.00
