#
#
#
#
1010 0x0010 ! 
7410 0x0020 ! 1
20205 0x0010 ! 2
33000 0x0020 ! 3
45800 0x0010 ! 4
58595 0x0020 ! 5
71390 0x0010 ! 6
84190 0x0020 ! 7
96985 0x0010 ! 8
109780 0x0020 ! 9
122580 0x0010 ! 10
135375 0x0020 ! 11
148170 0x0010 ! 12
160970 0x0020 ! 13
173765 0x0010 ! 14
186560 0x0020 ! 15
199360 0x0010 ! 16
212155 0x0020 ! 17
224950 0x0010 ! 18
237750 0x0020 ! 19
250545 0x0010 ! 20
263340 0x0020 ! 21
276140 0x0010 ! 22
288935 0x0020 ! 23
301730 0x0010 ! 24
314530 0x0020 ! 25
327325 0x0010 ! 26
340120 0x0020 ! 27
352920 0x0010 ! 28
365715 0x0020 ! 29
378510 0x0010 ! 30
391310 0x0020 ! 31
404105 0x0010 ! 32
416900 0x0020 ! 33
429700 0x0010 ! 34
442495 0x0020 ! 35
455290 0x0010 ! 36
468090 0x0020 ! 37
480885 0x0010 ! 38
493680 0x0020 ! 39
506480 0x0010 ! 40
519275 0x0020 ! 41
532070 0x0010 ! 42
544870 0x0020 ! 43
557665 0x0010 ! 44
570460 0x0020 ! 45
583260 0x0010 ! 46
596055 0x0020 ! 47
608850 0x0010 ! 48
621650 0x0020 ! 49
634445 0x0010 ! 50
647240 0x0020 ! 51
660040 0x0010 ! 52
672835 0x0020 ! 53
685630 0x0010 ! 54
698430 0x0020 ! 55
711225 0x0010 ! 56
724020 0x0020 ! 57
736820 0x0010 ! 58
749615 0x0020 ! 59
762410 0x0010 ! 60
775210 0x0020 ! 61
788005 0x0010 ! 62
800800 0x0020 ! 63
813600 0x0010 ! 64
826395 0x0020 ! 65
839190 0x0010 ! 66
851990 0x0020 ! 67
864785 0x0010 ! 68
877580 0x0020 ! 69
890380 0x0010 ! 70
903175 0x0020 ! 71
915970 0x0010 ! 72
928770 0x0020 ! 73
941565 0x0010 ! 74
954360 0x0020 ! 75
967160 0x0010 ! 76
979955 0x0020 ! 77
992750 0x0010 ! 78
1005550 0x0020 ! 79
1018345 0x0010 ! 80
1031140 0x0020 ! 81
1043940 0x0010 ! 82
1056735 0x0020 ! 83
1069530 0x0010 ! 84
1082330 0x0020 ! 85
1095125 0x0010 ! 86
1107920 0x0020 ! 87
1120720 0x0010 ! 88
1133515 0x0020 ! 89
1146310 0x0010 ! 90
1159110 0x0020 ! 91
1171905 0x0010 ! 92
1184700 0x0020 ! 93
1197500 0x0010 ! 94
1210295 0x0020 ! 95
1223090 0x0010 ! 96
1235890 0x0020 ! 97
1248685 0x0010 ! 98
1261480 0x0020 ! 99
1274280 0x0010 ! 100
1287075 0x0020 ! 101
1299870 0x0010 ! 102
1312670 0x0020 ! 103
1325465 0x0010 ! 104
1338260 0x0020 ! 105
1351060 0x0010 ! 106
1363855 0x0020 ! 107
1376650 0x0010 ! 108
1389450 0x0020 ! 109
1402245 0x0010 ! 110
1415040 0x0020 ! 111
1427840 0x0010 ! 112
1440635 0x0020 ! 113
1453430 0x0010 ! 114
1466230 0x0020 ! 115
1479025 0x0010 ! 116
1491820 0x0020 ! 117
1504620 0x0010 ! 118
1517415 0x0020 ! 119
1530210 0x0010 ! 120
1543010 0x0020 ! 121
1555805 0x0010 ! 122
1568600 0x0000 ! 123
1601786 0x0000 ! 124
#
#
#
