# vx_i: 470.00 vx_f:   0.00 stages:123 phase:  69.12 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11370     0x0020     !    1
       23130     0x0010     !    2
       34945     0x0020     !    3
       46805     0x0010     !    4
       58715     0x0020     !    5
       70675     0x0010     !    6
       82685     0x0020     !    7
       94750     0x0010     !    8
      106865     0x0020     !    9
      119035     0x0010     !   10
      131255     0x0020     !   11
      143530     0x0010     !   12
      155860     0x0020     !   13
      168245     0x0010     !   14
      180690     0x0020     !   15
      193190     0x0010     !   16
      205750     0x0020     !   17
      218365     0x0010     !   18
      231040     0x0020     !   19
      243780     0x0010     !   20
      256580     0x0020     !   21
      269440     0x0010     !   22
      282365     0x0020     !   23
      295350     0x0010     !   24
      308405     0x0020     !   25
      321525     0x0010     !   26
      334710     0x0020     !   27
      347965     0x0010     !   28
      361290     0x0020     !   29
      374685     0x0010     !   30
      388155     0x0020     !   31
      401690     0x0010     !   32
      415305     0x0020     !   33
      428990     0x0010     !   34
      442755     0x0020     !   35
      456600     0x0010     !   36
      470520     0x0020     !   37
      484520     0x0010     !   38
      498605     0x0020     !   39
      512770     0x0010     !   40
      527020     0x0020     !   41
      541355     0x0010     !   42
      555780     0x0020     !   43
      570295     0x0010     !   44
      584900     0x0020     !   45
      599600     0x0010     !   46
      614390     0x0020     !   47
      629280     0x0010     !   48
      644270     0x0020     !   49
      659355     0x0010     !   50
      674545     0x0020     !   51
      689840     0x0010     !   52
      705240     0x0020     !   53
      720755     0x0010     !   54
      736375     0x0020     !   55
      752110     0x0010     !   56
      767960     0x0020     !   57
      783935     0x0010     !   58
      800025     0x0020     !   59
      816240     0x0010     !   60
      832585     0x0020     !   61
      849060     0x0010     !   62
      865670     0x0020     !   63
      882415     0x0010     !   64
      899300     0x0020     !   65
      916330     0x0010     !   66
      933505     0x0020     !   67
      950835     0x0010     !   68
      968320     0x0020     !   69
      985965     0x0010     !   70
     1003770     0x0020     !   71
     1021750     0x0010     !   72
     1039900     0x0020     !   73
     1058230     0x0010     !   74
     1076745     0x0020     !   75
     1095455     0x0010     !   76
     1114355     0x0020     !   77
     1133460     0x0010     !   78
     1152775     0x0020     !   79
     1172305     0x0010     !   80
     1192055     0x0020     !   81
     1212040     0x0010     !   82
     1232265     0x0020     !   83
     1252740     0x0010     !   84
     1273475     0x0020     !   85
     1294475     0x0010     !   86
     1315750     0x0020     !   87
     1337320     0x0010     !   88
     1359190     0x0020     !   89
     1381380     0x0010     !   90
     1403895     0x0020     !   91
     1426755     0x0010     !   92
     1449980     0x0020     !   93
     1473580     0x0010     !   94
     1497580     0x0020     !   95
     1521995     0x0010     !   96
     1546855     0x0020     !   97
     1572180     0x0010     !   98
     1598000     0x0020     !   99
     1624345     0x0010     !  100
     1651240     0x0020     !  101
     1678735     0x0010     !  102
     1706860     0x0020     !  103
     1735670     0x0010     !  104
     1765210     0x0020     !  105
     1795545     0x0010     !  106
     1826735     0x0020     !  107
     1858865     0x0010     !  108
     1892020     0x0020     !  109
     1926305     0x0010     !  110
     1961850     0x0020     !  111
     1998795     0x0010     !  112
     2037330     0x0020     !  113
     2077670     0x0010     !  114
     2120105     0x0020     !  115
     2164995     0x0010     !  116
     2212825     0x0020     !  117
     2264255     0x0010     !  118
     2320255     0x0020     !  119
     2382315     0x0010     !  120
     2452975     0x0020     !  121
     2537290     0x0010     !  122
     2649170     0x0000     !  123
     2852611     0x0000     !  124
#
#
# vx_i: 470.00 vx_f:  35.09 stages:123 phase:  69.12 mass:  17.00
