# vx_i: 480.00 vx_f:   0.00 stages:123 phase:  73.22 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11415     0x0020     !    1
       22935     0x0010     !    2
       34500     0x0020     !    3
       46115     0x0010     !    4
       57775     0x0020     !    5
       69490     0x0010     !    6
       81250     0x0020     !    7
       93065     0x0010     !    8
      104925     0x0020     !    9
      116840     0x0010     !   10
      128810     0x0020     !   11
      140830     0x0010     !   12
      152905     0x0020     !   13
      165035     0x0010     !   14
      177215     0x0020     !   15
      189460     0x0010     !   16
      201755     0x0020     !   17
      214110     0x0010     !   18
      226525     0x0020     !   19
      238995     0x0010     !   20
      251530     0x0020     !   21
      264125     0x0010     !   22
      276780     0x0020     !   23
      289500     0x0010     !   24
      302280     0x0020     !   25
      315130     0x0010     !   26
      328045     0x0020     !   27
      341025     0x0010     !   28
      354070     0x0020     !   29
      367190     0x0010     !   30
      380375     0x0020     !   31
      393635     0x0010     !   32
      406965     0x0020     !   33
      420370     0x0010     !   34
      433850     0x0020     !   35
      447405     0x0010     !   36
      461035     0x0020     !   37
      474745     0x0010     !   38
      488540     0x0020     !   39
      502410     0x0010     !   40
      516365     0x0020     !   41
      530405     0x0010     !   42
      544535     0x0020     !   43
      558745     0x0010     !   44
      573050     0x0020     !   45
      587445     0x0010     !   46
      601930     0x0020     !   47
      616510     0x0010     !   48
      631190     0x0020     !   49
      645965     0x0010     !   50
      660840     0x0020     !   51
      675820     0x0010     !   52
      690905     0x0020     !   53
      706095     0x0010     !   54
      721395     0x0020     !   55
      736805     0x0010     !   56
      752330     0x0020     !   57
      767970     0x0010     !   58
      783730     0x0020     !   59
      799615     0x0010     !   60
      815620     0x0020     !   61
      831755     0x0010     !   62
      848020     0x0020     !   63
      864420     0x0010     !   64
      880960     0x0020     !   65
      897640     0x0010     !   66
      914460     0x0020     !   67
      931435     0x0010     !   68
      948560     0x0020     !   69
      965840     0x0010     !   70
      983280     0x0020     !   71
     1000890     0x0010     !   72
     1018670     0x0020     !   73
     1036625     0x0010     !   74
     1054760     0x0020     !   75
     1073080     0x0010     !   76
     1091595     0x0020     !   77
     1110310     0x0010     !   78
     1129225     0x0020     !   79
     1148355     0x0010     !   80
     1167705     0x0020     !   81
     1187280     0x0010     !   82
     1207095     0x0020     !   83
     1227150     0x0010     !   84
     1247460     0x0020     !   85
     1268030     0x0010     !   86
     1288875     0x0020     !   87
     1310005     0x0010     !   88
     1331430     0x0020     !   89
     1353165     0x0010     !   90
     1375225     0x0020     !   91
     1397620     0x0010     !   92
     1420375     0x0020     !   93
     1443495     0x0010     !   94
     1467010     0x0020     !   95
     1490935     0x0010     !   96
     1515290     0x0020     !   97
     1540105     0x0010     !   98
     1565405     0x0020     !   99
     1591220     0x0010     !  100
     1617580     0x0020     !  101
     1644520     0x0010     !  102
     1672090     0x0020     !  103
     1700325     0x0010     !  104
     1729275     0x0020     !  105
     1759010     0x0010     !  106
     1789585     0x0020     !  107
     1821085     0x0010     !  108
     1853590     0x0020     !  109
     1887210     0x0010     !  110
     1922065     0x0020     !  111
     1958300     0x0010     !  112
     1996100     0x0020     !  113
     2035680     0x0010     !  114
     2077320     0x0020     !  115
     2121385     0x0010     !  116
     2168350     0x0020     !  117
     2218880     0x0010     !  118
     2273930     0x0020     !  119
     2334995     0x0010     !  120
     2404630     0x0020     !  121
     2487965     0x0010     !  122
     2599445     0x0000     !  123
     2799176     0x0000     !  124
#
#
# vx_i: 480.00 vx_f:  35.11 stages:123 phase:  73.22 mass:  17.00
