# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  53.90 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11495     0x0020     !    1
       24655     0x0010     !    2
       37870     0x0020     !    3
       51145     0x0010     !    4
       64470     0x0020     !    5
       77850     0x0010     !    6
       91290     0x0020     !    7
      104785     0x0010     !    8
      118340     0x0020     !    9
      131950     0x0010     !   10
      145625     0x0020     !   11
      159355     0x0010     !   12
      173150     0x0020     !   13
      187005     0x0010     !   14
      200925     0x0020     !   15
      214910     0x0010     !   16
      228955     0x0020     !   17
      243065     0x0010     !   18
      257245     0x0020     !   19
      271490     0x0010     !   20
      285805     0x0020     !   21
      300190     0x0010     !   22
      314645     0x0020     !   23
      329170     0x0010     !   24
      343770     0x0020     !   25
      358440     0x0010     !   26
      373185     0x0020     !   27
      388010     0x0010     !   28
      402910     0x0020     !   29
      417885     0x0010     !   30
      432940     0x0020     !   31
      448080     0x0010     !   32
      463300     0x0020     !   33
      478600     0x0010     !   34
      493990     0x0020     !   35
      509465     0x0010     !   36
      525025     0x0020     !   37
      540675     0x0010     !   38
      556420     0x0020     !   39
      572250     0x0010     !   40
      588180     0x0020     !   41
      604205     0x0010     !   42
      620325     0x0020     !   43
      636545     0x0010     !   44
      652865     0x0020     !   45
      669290     0x0010     !   46
      685820     0x0020     !   47
      702455     0x0010     !   48
      719200     0x0020     !   49
      736060     0x0010     !   50
      753030     0x0020     !   51
      770115     0x0010     !   52
      787320     0x0020     !   53
      804645     0x0010     !   54
      822095     0x0020     !   55
      839665     0x0010     !   56
      857370     0x0020     !   57
      875205     0x0010     !   58
      893175     0x0020     !   59
      911280     0x0010     !   60
      929530     0x0020     !   61
      947925     0x0010     !   62
      966465     0x0020     !   63
      985155     0x0010     !   64
     1004000     0x0020     !   65
     1023010     0x0010     !   66
     1042175     0x0020     !   67
     1061515     0x0010     !   68
     1081020     0x0020     !   69
     1100705     0x0010     !   70
     1120575     0x0020     !   71
     1140625     0x0010     !   72
     1160870     0x0020     !   73
     1181315     0x0010     !   74
     1201960     0x0020     !   75
     1222815     0x0010     !   76
     1243890     0x0020     !   77
     1265185     0x0010     !   78
     1286710     0x0020     !   79
     1308470     0x0010     !   80
     1330480     0x0020     !   81
     1352745     0x0010     !   82
     1375270     0x0020     !   83
     1398075     0x0010     !   84
     1421155     0x0020     !   85
     1444535     0x0010     !   86
     1468220     0x0020     !   87
     1492220     0x0010     !   88
     1516555     0x0020     !   89
     1541230     0x0010     !   90
     1566270     0x0020     !   91
     1591685     0x0010     !   92
     1617495     0x0020     !   93
     1643720     0x0010     !   94
     1670375     0x0020     !   95
     1697490     0x0010     !   96
     1725080     0x0020     !   97
     1753180     0x0010     !   98
     1781815     0x0020     !   99
     1811020     0x0010     !  100
     1840825     0x0020     !  101
     1871270     0x0010     !  102
     1902400     0x0020     !  103
     1934265     0x0010     !  104
     1966920     0x0020     !  105
     2000420     0x0010     !  106
     2034840     0x0020     !  107
     2070260     0x0010     !  108
     2106770     0x0020     !  109
     2144480     0x0010     !  110
     2183515     0x0020     !  111
     2224030     0x0010     !  112
     2266195     0x0020     !  113
     2310245     0x0010     !  114
     2356445     0x0020     !  115
     2405155     0x0010     !  116
     2456830     0x0020     !  117
     2512085     0x0010     !  118
     2571795     0x0020     !  119
     2637245     0x0010     !  120
     2710505     0x0020     !  121
     2795305     0x0010     !  122
     2899900     0x0000     !  123
     3084102     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:  41.28 stages:123 phase:  53.90 mass:  17.00
