# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  54.40 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11530     0x0020     !    1
       24695     0x0010     !    2
       37910     0x0020     !    3
       51185     0x0010     !    4
       64510     0x0020     !    5
       77895     0x0010     !    6
       91340     0x0020     !    7
      104840     0x0010     !    8
      118395     0x0020     !    9
      132015     0x0010     !   10
      145690     0x0020     !   11
      159430     0x0010     !   12
      173235     0x0020     !   13
      187095     0x0010     !   14
      201025     0x0020     !   15
      215015     0x0010     !   16
      229070     0x0020     !   17
      243195     0x0010     !   18
      257385     0x0020     !   19
      271645     0x0010     !   20
      285970     0x0020     !   21
      300370     0x0010     !   22
      314840     0x0020     !   23
      329380     0x0010     !   24
      343995     0x0020     !   25
      358685     0x0010     !   26
      373450     0x0020     !   27
      388290     0x0010     !   28
      403210     0x0020     !   29
      418210     0x0010     !   30
      433290     0x0020     !   31
      448450     0x0010     !   32
      463695     0x0020     !   33
      479025     0x0010     !   34
      494440     0x0020     !   35
      509945     0x0010     !   36
      525535     0x0020     !   37
      541220     0x0010     !   38
      556995     0x0020     !   39
      572860     0x0010     !   40
      588825     0x0020     !   41
      604885     0x0010     !   42
      621045     0x0020     !   43
      637305     0x0010     !   44
      653670     0x0020     !   45
      670140     0x0010     !   46
      686715     0x0020     !   47
      703400     0x0010     !   48
      720195     0x0020     !   49
      737105     0x0010     !   50
      754130     0x0020     !   51
      771270     0x0010     !   52
      788535     0x0020     !   53
      805920     0x0010     !   54
      823435     0x0020     !   55
      841075     0x0010     !   56
      858845     0x0020     !   57
      876755     0x0010     !   58
      894795     0x0020     !   59
      912985     0x0010     !   60
      931310     0x0020     !   61
      949790     0x0010     !   62
      968415     0x0020     !   63
      987200     0x0010     !   64
     1006145     0x0020     !   65
     1025250     0x0010     !   66
     1044520     0x0020     !   67
     1063965     0x0010     !   68
     1083585     0x0020     !   69
     1103390     0x0010     !   70
     1123380     0x0020     !   71
     1143560     0x0010     !   72
     1163935     0x0020     !   73
     1184520     0x0010     !   74
     1205310     0x0020     !   75
     1226320     0x0010     !   76
     1247550     0x0020     !   77
     1269010     0x0010     !   78
     1290710     0x0020     !   79
     1312655     0x0010     !   80
     1334855     0x0020     !   81
     1357320     0x0010     !   82
     1380060     0x0020     !   83
     1403080     0x0010     !   84
     1426395     0x0020     !   85
     1450015     0x0010     !   86
     1473955     0x0020     !   87
     1498230     0x0010     !   88
     1522845     0x0020     !   89
     1547825     0x0010     !   90
     1573185     0x0020     !   91
     1598935     0x0010     !   92
     1625100     0x0020     !   93
     1651705     0x0010     !   94
     1678760     0x0020     !   95
     1706305     0x0010     !   96
     1734350     0x0020     !   97
     1762940     0x0010     !   98
     1792095     0x0020     !   99
     1821860     0x0010     !  100
     1852265     0x0020     !  101
     1883365     0x0010     !  102
     1915195     0x0020     !  103
     1947825     0x0010     !  104
     1981305     0x0020     !  105
     2015715     0x0010     !  106
     2051130     0x0020     !  107
     2087650     0x0010     !  108
     2125380     0x0020     !  109
     2164450     0x0010     !  110
     2205015     0x0020     !  111
     2247260     0x0010     !  112
     2291415     0x0020     !  113
     2337765     0x0010     !  114
     2386670     0x0020     !  115
     2438610     0x0010     !  116
     2494230     0x0020     !  117
     2554445     0x0010     !  118
     2620630     0x0020     !  119
     2695020     0x0010     !  120
     2781735     0x0020     !  121
     2890360     0x0010     !  122
     3069085     0x0000     !  123
     3983387     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:   8.30 stages:123 phase:  54.40 mass:  17.00
