# vx_i: 490.00 vx_f:   0.00 stages:123 phase:   0.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        6625     0x0020     !    1
       17855     0x0010     !    2
       29080     0x0020     !    3
       40310     0x0010     !    4
       51540     0x0020     !    5
       62765     0x0010     !    6
       73995     0x0020     !    7
       85225     0x0010     !    8
       96455     0x0020     !    9
      107680     0x0010     !   10
      118910     0x0020     !   11
      130140     0x0010     !   12
      141365     0x0020     !   13
      152595     0x0010     !   14
      163825     0x0020     !   15
      175055     0x0010     !   16
      186280     0x0020     !   17
      197510     0x0010     !   18
      208740     0x0020     !   19
      219965     0x0010     !   20
      231195     0x0020     !   21
      242425     0x0010     !   22
      253655     0x0020     !   23
      264880     0x0010     !   24
      276110     0x0020     !   25
      287340     0x0010     !   26
      298565     0x0020     !   27
      309795     0x0010     !   28
      321025     0x0020     !   29
      332255     0x0010     !   30
      343480     0x0020     !   31
      354710     0x0010     !   32
      365940     0x0020     !   33
      377165     0x0010     !   34
      388395     0x0020     !   35
      399625     0x0010     !   36
      410855     0x0020     !   37
      422080     0x0010     !   38
      433310     0x0020     !   39
      444540     0x0010     !   40
      455765     0x0020     !   41
      466995     0x0010     !   42
      478225     0x0020     !   43
      489455     0x0010     !   44
      500680     0x0020     !   45
      511910     0x0010     !   46
      523140     0x0020     !   47
      534365     0x0010     !   48
      545595     0x0020     !   49
      556825     0x0010     !   50
      568055     0x0020     !   51
      579280     0x0010     !   52
      590510     0x0020     !   53
      601740     0x0010     !   54
      612965     0x0020     !   55
      624195     0x0010     !   56
      635425     0x0020     !   57
      646655     0x0010     !   58
      657880     0x0020     !   59
      669110     0x0010     !   60
      680340     0x0020     !   61
      691565     0x0010     !   62
      702795     0x0020     !   63
      714025     0x0010     !   64
      725255     0x0020     !   65
      736480     0x0010     !   66
      747710     0x0020     !   67
      758940     0x0010     !   68
      770165     0x0020     !   69
      781395     0x0010     !   70
      792625     0x0020     !   71
      803855     0x0010     !   72
      815080     0x0020     !   73
      826310     0x0010     !   74
      837540     0x0020     !   75
      848765     0x0010     !   76
      859995     0x0020     !   77
      871225     0x0010     !   78
      882455     0x0020     !   79
      893680     0x0010     !   80
      904910     0x0020     !   81
      916140     0x0010     !   82
      927365     0x0020     !   83
      938595     0x0010     !   84
      949825     0x0020     !   85
      961055     0x0010     !   86
      972280     0x0020     !   87
      983510     0x0010     !   88
      994740     0x0020     !   89
     1005965     0x0010     !   90
     1017195     0x0020     !   91
     1028425     0x0010     !   92
     1039655     0x0020     !   93
     1050880     0x0010     !   94
     1062110     0x0020     !   95
     1073340     0x0010     !   96
     1084565     0x0020     !   97
     1095795     0x0010     !   98
     1107025     0x0020     !   99
     1118255     0x0010     !  100
     1129480     0x0020     !  101
     1140710     0x0010     !  102
     1151940     0x0020     !  103
     1163165     0x0010     !  104
     1174395     0x0020     !  105
     1185625     0x0010     !  106
     1196855     0x0020     !  107
     1208080     0x0010     !  108
     1219310     0x0020     !  109
     1230540     0x0010     !  110
     1241765     0x0020     !  111
     1252995     0x0010     !  112
     1264225     0x0020     !  113
     1275455     0x0010     !  114
     1286680     0x0020     !  115
     1297910     0x0010     !  116
     1309140     0x0020     !  117
     1320365     0x0010     !  118
     1331595     0x0020     !  119
     1342825     0x0010     !  120
     1354055     0x0020     !  121
     1365280     0x0010     !  122
     1376510     0x0000     !  123
     1405624     0x0000     !  124
#
#
# vx_i: 490.00 vx_f: 489.45 stages:123 phase:   0.00 mass:  17.00
