#
#
#
#
1010 0x0010 ! 
10425 0x0020 ! 1
22710 0x0010 ! 2
35045 0x0020 ! 3
47430 0x0010 ! 4
59870 0x0020 ! 5
72355 0x0010 ! 6
84900 0x0020 ! 7
97495 0x0010 ! 8
110145 0x0020 ! 9
122845 0x0010 ! 10
135605 0x0020 ! 11
148420 0x0010 ! 12
161295 0x0020 ! 13
174225 0x0010 ! 14
187215 0x0020 ! 15
200260 0x0010 ! 16
213370 0x0020 ! 17
226540 0x0010 ! 18
239770 0x0020 ! 19
253060 0x0010 ! 20
266420 0x0020 ! 21
279840 0x0010 ! 22
293330 0x0020 ! 23
306880 0x0010 ! 24
320500 0x0020 ! 25
334190 0x0010 ! 26
347950 0x0020 ! 27
361780 0x0010 ! 28
375680 0x0020 ! 29
389655 0x0010 ! 30
403700 0x0020 ! 31
417825 0x0010 ! 32
432020 0x0020 ! 33
446300 0x0010 ! 34
460655 0x0020 ! 35
475090 0x0010 ! 36
489605 0x0020 ! 37
504205 0x0010 ! 38
518890 0x0020 ! 39
533660 0x0010 ! 40
548515 0x0020 ! 41
563465 0x0010 ! 42
578500 0x0020 ! 43
593630 0x0010 ! 44
608850 0x0020 ! 45
624170 0x0010 ! 46
639585 0x0020 ! 47
655100 0x0010 ! 48
670720 0x0020 ! 49
686440 0x0010 ! 50
702265 0x0020 ! 51
718195 0x0010 ! 52
734240 0x0020 ! 53
750395 0x0010 ! 54
766665 0x0020 ! 55
783050 0x0010 ! 56
799555 0x0020 ! 57
816185 0x0010 ! 58
832940 0x0020 ! 59
849820 0x0010 ! 60
866830 0x0020 ! 61
883975 0x0010 ! 62
901260 0x0020 ! 63
918680 0x0010 ! 64
936250 0x0020 ! 65
953960 0x0010 ! 66
971830 0x0020 ! 67
989850 0x0010 ! 68
1008030 0x0020 ! 69
1026370 0x0010 ! 70
1044885 0x0020 ! 71
1063570 0x0010 ! 72
1082430 0x0020 ! 73
1101475 0x0010 ! 74
1120710 0x0020 ! 75
1140140 0x0010 ! 76
1159765 0x0020 ! 77
1179600 0x0010 ! 78
1199650 0x0020 ! 79
1219915 0x0010 ! 80
1240410 0x0020 ! 81
1261140 0x0010 ! 82
1282115 0x0020 ! 83
1303340 0x0010 ! 84
1324830 0x0020 ! 85
1346590 0x0010 ! 86
1368630 0x0020 ! 87
1390965 0x0010 ! 88
1413605 0x0020 ! 89
1436565 0x0010 ! 90
1459860 0x0020 ! 91
1483495 0x0010 ! 92
1507500 0x0020 ! 93
1531880 0x0010 ! 94
1556660 0x0020 ! 95
1581865 0x0010 ! 96
1607505 0x0020 ! 97
1633615 0x0010 ! 98
1660210 0x0020 ! 99
1687330 0x0010 ! 100
1715005 0x0020 ! 101
1743265 0x0010 ! 102
1772150 0x0020 ! 103
1801710 0x0010 ! 104
1831985 0x0020 ! 105
1863035 0x0010 ! 106
1894925 0x0020 ! 107
1927720 0x0010 ! 108
1961510 0x0020 ! 109
1996385 0x0010 ! 110
2032460 0x0020 ! 111
2069865 0x0010 ! 112
2108765 0x0020 ! 113
2149350 0x0010 ! 114
2191860 0x0020 ! 115
2236600 0x0010 ! 116
2283965 0x0020 ! 117
2334470 0x0010 ! 118
2388850 0x0020 ! 119
2448160 0x0010 ! 120
2514045 0x0020 ! 121
2589355 0x0010 ! 122
2679920 0x0000 ! 123
2913020 0x0000 ! 124
#
#
#
