# vx_i: 450.00 vx_f:   0.00 stages:123 phase:  61.59 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11315     0x0020     !    1
       23600     0x0010     !    2
       35935     0x0020     !    3
       48320     0x0010     !    4
       60755     0x0020     !    5
       73245     0x0010     !    6
       85785     0x0020     !    7
       98380     0x0010     !    8
      111025     0x0020     !    9
      123725     0x0010     !   10
      136485     0x0020     !   11
      149295     0x0010     !   12
      162165     0x0020     !   13
      175090     0x0010     !   14
      188075     0x0020     !   15
      201120     0x0010     !   16
      214220     0x0020     !   17
      227385     0x0010     !   18
      240610     0x0020     !   19
      253895     0x0010     !   20
      267245     0x0020     !   21
      280660     0x0010     !   22
      294140     0x0020     !   23
      307685     0x0010     !   24
      321295     0x0020     !   25
      334975     0x0010     !   26
      348725     0x0020     !   27
      362545     0x0010     !   28
      376435     0x0020     !   29
      390395     0x0010     !   30
      404430     0x0020     !   31
      418540     0x0010     !   32
      432725     0x0020     !   33
      446990     0x0010     !   34
      461330     0x0020     !   35
      475750     0x0010     !   36
      490250     0x0020     !   37
      504830     0x0010     !   38
      519500     0x0020     !   39
      534250     0x0010     !   40
      549085     0x0020     !   41
      564015     0x0010     !   42
      579030     0x0020     !   43
      594135     0x0010     !   44
      609335     0x0020     !   45
      624630     0x0010     !   46
      640020     0x0020     !   47
      655510     0x0010     !   48
      671100     0x0020     !   49
      686795     0x0010     !   50
      702590     0x0020     !   51
      718490     0x0010     !   52
      734505     0x0020     !   53
      750625     0x0010     !   54
      766860     0x0020     !   55
      783210     0x0010     !   56
      799680     0x0020     !   57
      816270     0x0010     !   58
      832980     0x0020     !   59
      849820     0x0010     !   60
      866790     0x0020     !   61
      883890     0x0010     !   62
      901125     0x0020     !   63
      918500     0x0010     !   64
      936015     0x0020     !   65
      953675     0x0010     !   66
      971485     0x0020     !   67
      989450     0x0010     !   68
     1007570     0x0020     !   69
     1025850     0x0010     !   70
     1044295     0x0020     !   71
     1062910     0x0010     !   72
     1081705     0x0020     !   73
     1100675     0x0010     !   74
     1119830     0x0020     !   75
     1139180     0x0010     !   76
     1158720     0x0020     !   77
     1178470     0x0010     !   78
     1198425     0x0020     !   79
     1218595     0x0010     !   80
     1238990     0x0020     !   81
     1259615     0x0010     !   82
     1280475     0x0020     !   83
     1301585     0x0010     !   84
     1322950     0x0020     !   85
     1344585     0x0010     !   86
     1366490     0x0020     !   87
     1388685     0x0010     !   88
     1411175     0x0020     !   89
     1433975     0x0010     !   90
     1457105     0x0020     !   91
     1480565     0x0010     !   92
     1504380     0x0020     !   93
     1528570     0x0010     !   94
     1553140     0x0020     !   95
     1578120     0x0010     !   96
     1603525     0x0020     !   97
     1629380     0x0010     !   98
     1655715     0x0020     !   99
     1682545     0x0010     !  100
     1709910     0x0020     !  101
     1737840     0x0010     !  102
     1766370     0x0020     !  103
     1795540     0x0010     !  104
     1825400     0x0020     !  105
     1855995     0x0010     !  106
     1887390     0x0020     !  107
     1919640     0x0010     !  108
     1952830     0x0020     !  109
     1987040     0x0010     !  110
     2022375     0x0020     !  111
     2058955     0x0010     !  112
     2096910     0x0020     !  113
     2136425     0x0010     !  114
     2177695     0x0020     !  115
     2220985     0x0010     !  116
     2266625     0x0020     !  117
     2315040     0x0010     !  118
     2366810     0x0020     !  119
     2422750     0x0010     !  120
     2484065     0x0020     !  121
     2552690     0x0010     !  122
     2632115     0x0000     !  123
     2754649     0x0000     !  124
#
#
# vx_i: 450.00 vx_f:  60.13 stages:123 phase:  61.59 mass:  17.00
