# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  54.04 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11505     0x0020     !    1
       24665     0x0010     !    2
       37880     0x0020     !    3
       51155     0x0010     !    4
       64480     0x0020     !    5
       77865     0x0010     !    6
       91305     0x0020     !    7
      104800     0x0010     !    8
      118355     0x0020     !    9
      131970     0x0010     !   10
      145645     0x0020     !   11
      159380     0x0010     !   12
      173175     0x0020     !   13
      187030     0x0010     !   14
      200955     0x0020     !   15
      214940     0x0010     !   16
      228990     0x0020     !   17
      243105     0x0010     !   18
      257285     0x0020     !   19
      271535     0x0010     !   20
      285855     0x0020     !   21
      300245     0x0010     !   22
      314700     0x0020     !   23
      329230     0x0010     !   24
      343835     0x0020     !   25
      358510     0x0010     !   26
      373265     0x0020     !   27
      388090     0x0010     !   28
      402995     0x0020     !   29
      417980     0x0010     !   30
      433045     0x0020     !   31
      448190     0x0010     !   32
      463415     0x0020     !   33
      478725     0x0010     !   34
      494120     0x0020     !   35
      509605     0x0010     !   36
      525175     0x0020     !   37
      540835     0x0010     !   38
      556585     0x0020     !   39
      572430     0x0010     !   40
      588370     0x0020     !   41
      604405     0x0010     !   42
      620535     0x0020     !   43
      636765     0x0010     !   44
      653100     0x0020     !   45
      669540     0x0010     !   46
      686080     0x0020     !   47
      702730     0x0010     !   48
      719490     0x0020     !   49
      736365     0x0010     !   50
      753350     0x0020     !   51
      770450     0x0010     !   52
      787670     0x0020     !   53
      805015     0x0010     !   54
      822480     0x0020     !   55
      840075     0x0010     !   56
      857800     0x0020     !   57
      875655     0x0010     !   58
      893645     0x0020     !   59
      911775     0x0010     !   60
      930045     0x0020     !   61
      948460     0x0010     !   62
      967030     0x0020     !   63
      985745     0x0010     !   64
     1004620     0x0020     !   65
     1023655     0x0010     !   66
     1042850     0x0020     !   67
     1062220     0x0010     !   68
     1081760     0x0020     !   69
     1101480     0x0010     !   70
     1121380     0x0020     !   71
     1141470     0x0010     !   72
     1161750     0x0020     !   73
     1182235     0x0010     !   74
     1202920     0x0020     !   75
     1223820     0x0010     !   76
     1244940     0x0020     !   77
     1266280     0x0010     !   78
     1287855     0x0020     !   79
     1309670     0x0010     !   80
     1331735     0x0020     !   81
     1354055     0x0010     !   82
     1376640     0x0020     !   83
     1399505     0x0010     !   84
     1422655     0x0020     !   85
     1446100     0x0010     !   86
     1469855     0x0020     !   87
     1493935     0x0010     !   88
     1518350     0x0020     !   89
     1543110     0x0010     !   90
     1568240     0x0020     !   91
     1593750     0x0010     !   92
     1619660     0x0020     !   93
     1645990     0x0010     !   94
     1672760     0x0020     !   95
     1699995     0x0010     !   96
     1727715     0x0020     !   97
     1755950     0x0010     !   98
     1784730     0x0020     !   99
     1814090     0x0010     !  100
     1844065     0x0020     !  101
     1874690     0x0010     !  102
     1906020     0x0020     !  103
     1938095     0x0010     !  104
     1970980     0x0020     !  105
     2004730     0x0010     !  106
     2039425     0x0020     !  107
     2075150     0x0010     !  108
     2111995     0x0020     !  109
     2150080     0x0010     !  110
     2189530     0x0020     !  111
     2230515     0x0010     !  112
     2273225     0x0020     !  113
     2317890     0x0010     !  114
     2364820     0x0020     !  115
     2414385     0x0010     !  116
     2467100     0x0020     !  117
     2523645     0x0010     !  118
     2585000     0x0020     !  119
     2652665     0x0010     !  120
     2729105     0x0020     !  121
     2819025     0x0010     !  122
     2934055     0x0000     !  123
     3150042     0x0000     !  124
#
#
# vx_i: 420.00 vx_f:  35.18 stages:123 phase:  54.04 mass:  17.00
