# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  20.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        9020     0x0020     !    1
       22140     0x0010     !    2
       35280     0x0020     !    3
       48440     0x0010     !    4
       61620     0x0020     !    5
       74815     0x0010     !    6
       88030     0x0020     !    7
      101270     0x0010     !    8
      114525     0x0020     !    9
      127800     0x0010     !   10
      141095     0x0020     !   11
      154405     0x0010     !   12
      167740     0x0020     !   13
      181095     0x0010     !   14
      194470     0x0020     !   15
      207860     0x0010     !   16
      221275     0x0020     !   17
      234710     0x0010     !   18
      248165     0x0020     !   19
      261640     0x0010     !   20
      275135     0x0020     !   21
      288650     0x0010     !   22
      302185     0x0020     !   23
      315740     0x0010     !   24
      329320     0x0020     !   25
      342920     0x0010     !   26
      356540     0x0020     !   27
      370180     0x0010     !   28
      383840     0x0020     !   29
      397525     0x0010     !   30
      411230     0x0020     !   31
      424955     0x0010     !   32
      438705     0x0020     !   33
      452475     0x0010     !   34
      466265     0x0020     !   35
      480080     0x0010     !   36
      493915     0x0020     !   37
      507775     0x0010     !   38
      521655     0x0020     !   39
      535555     0x0010     !   40
      549480     0x0020     !   41
      563430     0x0010     !   42
      577400     0x0020     !   43
      591390     0x0010     !   44
      605405     0x0020     !   45
      619445     0x0010     !   46
      633510     0x0020     !   47
      647595     0x0010     !   48
      661700     0x0020     !   49
      675835     0x0010     !   50
      689990     0x0020     !   51
      704170     0x0010     !   52
      718375     0x0020     !   53
      732600     0x0010     !   54
      746850     0x0020     !   55
      761130     0x0010     !   56
      775430     0x0020     !   57
      789755     0x0010     !   58
      804100     0x0020     !   59
      818475     0x0010     !   60
      832875     0x0020     !   61
      847300     0x0010     !   62
      861745     0x0020     !   63
      876220     0x0010     !   64
      890720     0x0020     !   65
      905245     0x0010     !   66
      919795     0x0020     !   67
      934370     0x0010     !   68
      948975     0x0020     !   69
      963600     0x0010     !   70
      978255     0x0020     !   71
      992935     0x0010     !   72
     1007645     0x0020     !   73
     1022380     0x0010     !   74
     1037140     0x0020     !   75
     1051925     0x0010     !   76
     1066740     0x0020     !   77
     1081580     0x0010     !   78
     1096450     0x0020     !   79
     1111350     0x0010     !   80
     1126270     0x0020     !   81
     1141225     0x0010     !   82
     1156205     0x0020     !   83
     1171210     0x0010     !   84
     1186250     0x0020     !   85
     1201315     0x0010     !   86
     1216405     0x0020     !   87
     1231530     0x0010     !   88
     1246680     0x0020     !   89
     1261860     0x0010     !   90
     1277070     0x0020     !   91
     1292310     0x0010     !   92
     1307580     0x0020     !   93
     1322875     0x0010     !   94
     1338205     0x0020     !   95
     1353565     0x0010     !   96
     1368950     0x0020     !   97
     1384370     0x0010     !   98
     1399820     0x0020     !   99
     1415300     0x0010     !  100
     1430815     0x0020     !  101
     1446355     0x0010     !  102
     1461930     0x0020     !  103
     1477540     0x0010     !  104
     1493175     0x0020     !  105
     1508845     0x0010     !  106
     1524550     0x0020     !  107
     1540280     0x0010     !  108
     1556050     0x0020     !  109
     1571850     0x0010     !  110
     1587685     0x0020     !  111
     1603550     0x0010     !  112
     1619450     0x0020     !  113
     1635380     0x0010     !  114
     1651350     0x0020     !  115
     1667350     0x0010     !  116
     1683385     0x0020     !  117
     1699455     0x0010     !  118
     1715560     0x0020     !  119
     1731700     0x0010     !  120
     1747875     0x0020     !  121
     1764085     0x0010     !  122
     1780330     0x0000     !  123
     1805916     0x0000     !  124
#
#
# vx_i: 420.00 vx_f: 337.63 stages:123 phase:  20.00 mass:  17.00
