# vx_i: 470.00 vx_f:   0.00 stages:123 phase:  30.00 mass:  17.00
#
#
[1]
        1010     0x0010     !  
        8815     0x0020     !    1
       20545     0x0010     !    2
       32295     0x0020     !    3
       44065     0x0010     !    4
       55855     0x0020     !    5
       67665     0x0010     !    6
       79500     0x0020     !    7
       91355     0x0010     !    8
      103230     0x0020     !    9
      115125     0x0010     !   10
      127040     0x0020     !   11
      138980     0x0010     !   12
      150940     0x0020     !   13
      162925     0x0010     !   14
      174930     0x0020     !   15
      186955     0x0010     !   16
      199005     0x0020     !   17
      211075     0x0010     !   18
      223165     0x0020     !   19
      235285     0x0010     !   20
      247420     0x0020     !   21
      259585     0x0010     !   22
      271765     0x0020     !   23
      283975     0x0010     !   24
      296205     0x0020     !   25
      308460     0x0010     !   26
      320735     0x0020     !   27
      333035     0x0010     !   28
      345360     0x0020     !   29
      357710     0x0010     !   30
      370080     0x0020     !   31
      382475     0x0010     !   32
      394895     0x0020     !   33
      407340     0x0010     !   34
      419810     0x0020     !   35
      432305     0x0010     !   36
      444825     0x0020     !   37
      457365     0x0010     !   38
      469935     0x0020     !   39
      482530     0x0010     !   40
      495150     0x0020     !   41
      507795     0x0010     !   42
      520465     0x0020     !   43
      533165     0x0010     !   44
      545885     0x0020     !   45
      558635     0x0010     !   46
      571410     0x0020     !   47
      584215     0x0010     !   48
      597040     0x0020     !   49
      609895     0x0010     !   50
      622780     0x0020     !   51
      635690     0x0010     !   52
      648625     0x0020     !   53
      661590     0x0010     !   54
      674585     0x0020     !   55
      687605     0x0010     !   56
      700655     0x0020     !   57
      713730     0x0010     !   58
      726835     0x0020     !   59
      739970     0x0010     !   60
      753135     0x0020     !   61
      766325     0x0010     !   62
      779545     0x0020     !   63
      792795     0x0010     !   64
      806075     0x0020     !   65
      819385     0x0010     !   66
      832725     0x0020     !   67
      846095     0x0010     !   68
      859500     0x0020     !   69
      872930     0x0010     !   70
      886390     0x0020     !   71
      899885     0x0010     !   72
      913410     0x0020     !   73
      926965     0x0010     !   74
      940555     0x0020     !   75
      954175     0x0010     !   76
      967825     0x0020     !   77
      981510     0x0010     !   78
      995225     0x0020     !   79
     1008975     0x0010     !   80
     1022760     0x0020     !   81
     1036575     0x0010     !   82
     1050425     0x0020     !   83
     1064310     0x0010     !   84
     1078225     0x0020     !   85
     1092180     0x0010     !   86
     1106165     0x0020     !   87
     1120190     0x0010     !   88
     1134245     0x0020     !   89
     1148335     0x0010     !   90
     1162465     0x0020     !   91
     1176630     0x0010     !   92
     1190830     0x0020     !   93
     1205065     0x0010     !   94
     1219340     0x0020     !   95
     1233650     0x0010     !   96
     1247995     0x0020     !   97
     1262380     0x0010     !   98
     1276805     0x0020     !   99
     1291265     0x0010     !  100
     1305765     0x0020     !  101
     1320305     0x0010     !  102
     1334885     0x0020     !  103
     1349500     0x0010     !  104
     1364160     0x0020     !  105
     1378855     0x0010     !  106
     1393595     0x0020     !  107
     1408370     0x0010     !  108
     1423190     0x0020     !  109
     1438055     0x0010     !  110
     1452955     0x0020     !  111
     1467900     0x0010     !  112
     1482890     0x0020     !  113
     1497920     0x0010     !  114
     1512995     0x0020     !  115
     1528110     0x0010     !  116
     1543275     0x0020     !  117
     1558480     0x0010     !  118
     1573730     0x0020     !  119
     1589025     0x0010     !  120
     1604370     0x0020     !  121
     1619755     0x0010     !  122
     1635190     0x0000     !  123
     1658645     0x0000     !  124
#
#
# vx_i: 470.00 vx_f: 355.28 stages:123 phase:  30.00 mass:  17.00
