#
#
#
#
1010 0x0010 ! 
7125 0x0020 ! 1
19350 0x0010 ! 2
31580 0x0020 ! 3
43805 0x0010 ! 4
56035 0x0020 ! 5
68260 0x0010 ! 6
80490 0x0020 ! 7
92715 0x0010 ! 8
104945 0x0020 ! 9
117170 0x0010 ! 10
129400 0x0020 ! 11
141625 0x0010 ! 12
153850 0x0020 ! 13
166080 0x0010 ! 14
178305 0x0020 ! 15
190535 0x0010 ! 16
202760 0x0020 ! 17
214990 0x0010 ! 18
227215 0x0020 ! 19
239445 0x0010 ! 20
251670 0x0020 ! 21
263900 0x0010 ! 22
276125 0x0020 ! 23
288355 0x0010 ! 24
300580 0x0020 ! 25
312810 0x0010 ! 26
325035 0x0020 ! 27
337265 0x0010 ! 28
349490 0x0020 ! 29
361720 0x0010 ! 30
373945 0x0020 ! 31
386175 0x0010 ! 32
398400 0x0020 ! 33
410625 0x0010 ! 34
422855 0x0020 ! 35
435080 0x0010 ! 36
447310 0x0020 ! 37
459535 0x0010 ! 38
471765 0x0020 ! 39
483990 0x0010 ! 40
496220 0x0020 ! 41
508445 0x0010 ! 42
520675 0x0020 ! 43
532900 0x0010 ! 44
545130 0x0020 ! 45
557355 0x0010 ! 46
569585 0x0020 ! 47
581810 0x0010 ! 48
594040 0x0020 ! 49
606265 0x0010 ! 50
618495 0x0020 ! 51
630720 0x0010 ! 52
642945 0x0020 ! 53
655175 0x0010 ! 54
667400 0x0020 ! 55
679630 0x0010 ! 56
691855 0x0020 ! 57
704085 0x0010 ! 58
716310 0x0020 ! 59
728540 0x0010 ! 60
740765 0x0020 ! 61
752995 0x0010 ! 62
765220 0x0020 ! 63
777450 0x0010 ! 64
789675 0x0020 ! 65
801905 0x0010 ! 66
814130 0x0020 ! 67
826360 0x0010 ! 68
838585 0x0020 ! 69
850810 0x0010 ! 70
863040 0x0020 ! 71
875265 0x0010 ! 72
887495 0x0020 ! 73
899720 0x0010 ! 74
911950 0x0020 ! 75
924175 0x0010 ! 76
936405 0x0020 ! 77
948630 0x0010 ! 78
960860 0x0020 ! 79
973085 0x0010 ! 80
985315 0x0020 ! 81
997540 0x0010 ! 82
1009770 0x0020 ! 83
1021995 0x0010 ! 84
1034225 0x0020 ! 85
1046450 0x0010 ! 86
1058675 0x0020 ! 87
1070905 0x0010 ! 88
1083130 0x0020 ! 89
1095360 0x0010 ! 90
1107585 0x0020 ! 91
1119815 0x0010 ! 92
1132040 0x0020 ! 93
1144270 0x0010 ! 94
1156495 0x0020 ! 95
1168725 0x0010 ! 96
1180950 0x0020 ! 97
1193180 0x0010 ! 98
1205405 0x0020 ! 99
1217635 0x0010 ! 100
1229860 0x0020 ! 101
1242085 0x0010 ! 102
1254315 0x0020 ! 103
1266540 0x0010 ! 104
1278770 0x0020 ! 105
1290995 0x0010 ! 106
1303225 0x0020 ! 107
1315450 0x0010 ! 108
1327680 0x0020 ! 109
1339905 0x0010 ! 110
1352135 0x0020 ! 111
1364360 0x0010 ! 112
1376590 0x0020 ! 113
1388815 0x0010 ! 114
1401045 0x0020 ! 115
1413270 0x0010 ! 116
1425495 0x0020 ! 117
1437725 0x0010 ! 118
1449950 0x0020 ! 119
1462180 0x0010 ! 120
1474405 0x0020 ! 121
1486635 0x0010 ! 122
1498860 0x0000 ! 123
1530567 0x0000 ! 124
#
#
#
