# vx_i: 420.00 vx_f:   0.00 stages:123 phase:  54.70 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11550     0x0020     !    1
       24715     0x0010     !    2
       37935     0x0020     !    3
       51205     0x0010     !    4
       64535     0x0020     !    5
       77925     0x0010     !    6
       91365     0x0020     !    7
      104870     0x0010     !    8
      118430     0x0020     !    9
      132050     0x0010     !   10
      145730     0x0020     !   11
      159475     0x0010     !   12
      173280     0x0020     !   13
      187150     0x0010     !   14
      201080     0x0020     !   15
      215080     0x0010     !   16
      229140     0x0020     !   17
      243270     0x0010     !   18
      257470     0x0020     !   19
      271735     0x0010     !   20
      286070     0x0020     !   21
      300475     0x0010     !   22
      314955     0x0020     !   23
      329505     0x0010     !   24
      344130     0x0020     !   25
      358830     0x0010     !   26
      373605     0x0020     !   27
      388460     0x0010     !   28
      403390     0x0020     !   29
      418405     0x0010     !   30
      433495     0x0020     !   31
      448675     0x0010     !   32
      463935     0x0020     !   33
      479280     0x0010     !   34
      494710     0x0020     !   35
      510230     0x0010     !   36
      525840     0x0020     !   37
      541545     0x0010     !   38
      557340     0x0020     !   39
      573225     0x0010     !   40
      589215     0x0020     !   41
      605295     0x0010     !   42
      621480     0x0020     !   43
      637765     0x0010     !   44
      654155     0x0020     !   45
      670650     0x0010     !   46
      687255     0x0020     !   47
      703970     0x0010     !   48
      720795     0x0020     !   49
      737735     0x0010     !   50
      754795     0x0020     !   51
      771970     0x0010     !   52
      789270     0x0020     !   53
      806695     0x0010     !   54
      824245     0x0020     !   55
      841925     0x0010     !   56
      859740     0x0020     !   57
      877690     0x0010     !   58
      895780     0x0020     !   59
      914015     0x0010     !   60
      932390     0x0020     !   61
      950920     0x0010     !   62
      969600     0x0020     !   63
      988440     0x0010     !   64
     1007440     0x0020     !   65
     1026605     0x0010     !   66
     1045940     0x0020     !   67
     1065450     0x0010     !   68
     1085140     0x0020     !   69
     1105015     0x0010     !   70
     1125080     0x0020     !   71
     1145335     0x0010     !   72
     1165795     0x0020     !   73
     1186465     0x0010     !   74
     1207345     0x0020     !   75
     1228445     0x0010     !   76
     1249770     0x0020     !   77
     1271335     0x0010     !   78
     1293140     0x0020     !   79
     1315195     0x0010     !   80
     1337510     0x0020     !   81
     1360100     0x0010     !   82
     1382965     0x0020     !   83
     1406120     0x0010     !   84
     1429580     0x0020     !   85
     1453350     0x0010     !   86
     1477445     0x0020     !   87
     1501885     0x0010     !   88
     1526680     0x0020     !   89
     1551845     0x0010     !   90
     1577395     0x0020     !   91
     1603355     0x0010     !   92
     1629745     0x0020     !   93
     1656580     0x0010     !   94
     1683885     0x0020     !   95
     1711695     0x0010     !   96
     1740025     0x0020     !   97
     1768920     0x0010     !   98
     1798400     0x0020     !   99
     1828515     0x0010     !  100
     1859300     0x0020     !  101
     1890805     0x0010     !  102
     1923085     0x0020     !  103
     1956195     0x0010     !  104
     1990205     0x0020     !  105
     2025190     0x0010     !  106
     2061245     0x0020     !  107
     2098475     0x0010     !  108
     2136995     0x0020     !  109
     2176950     0x0010     !  110
     2218525     0x0020     !  111
     2261920     0x0010     !  112
     2307410     0x0020     !  113
     2355320     0x0010     !  114
     2406090     0x0020     !  115
     2460305     0x0010     !  116
     2518770     0x0020     !  117
     2582685     0x0010     !  118
     2653935     0x0020     !  119
     2735845     0x0010     !  120
     2835455     0x0020     !  121
     2975690     0x0010     !  122
