#
#
#
#
1010 0x0010 ! 
11210 0x0020 ! 1
23490 0x0010 ! 2
35825 0x0020 ! 3
48205 0x0010 ! 4
60635 0x0020 ! 5
73115 0x0010 ! 6
85650 0x0020 ! 7
98235 0x0010 ! 8
110870 0x0020 ! 9
123560 0x0010 ! 10
136300 0x0020 ! 11
149100 0x0010 ! 12
161950 0x0020 ! 13
174860 0x0010 ! 14
187820 0x0020 ! 15
200845 0x0010 ! 16
213925 0x0020 ! 17
227060 0x0010 ! 18
240260 0x0020 ! 19
253515 0x0010 ! 20
266835 0x0020 ! 21
280215 0x0010 ! 22
293660 0x0020 ! 23
307170 0x0010 ! 24
320740 0x0020 ! 25
334380 0x0010 ! 26
348085 0x0020 ! 27
361860 0x0010 ! 28
375700 0x0020 ! 29
389610 0x0010 ! 30
403590 0x0020 ! 31
417645 0x0010 ! 32
431770 0x0020 ! 33
445970 0x0010 ! 34
460245 0x0020 ! 35
474600 0x0010 ! 36
489030 0x0020 ! 37
503540 0x0010 ! 38
518125 0x0020 ! 39
532795 0x0010 ! 40
547550 0x0020 ! 41
562390 0x0010 ! 42
577315 0x0020 ! 43
592325 0x0010 ! 44
607425 0x0020 ! 45
622615 0x0010 ! 46
637900 0x0020 ! 47
653275 0x0010 ! 48
668750 0x0020 ! 49
684320 0x0010 ! 50
699990 0x0020 ! 51
715760 0x0010 ! 52
731635 0x0020 ! 53
747615 0x0010 ! 54
763700 0x0020 ! 55
779900 0x0010 ! 56
796210 0x0020 ! 57
812630 0x0010 ! 58
829170 0x0020 ! 59
845830 0x0010 ! 60
862610 0x0020 ! 61
879515 0x0010 ! 62
896550 0x0020 ! 63
913710 0x0010 ! 64
931010 0x0020 ! 65
948440 0x0010 ! 66
966015 0x0020 ! 67
983730 0x0010 ! 68
1001595 0x0020 ! 69
1019605 0x0010 ! 70
1037775 0x0020 ! 71
1056100 0x0010 ! 72
1074590 0x0020 ! 73
1093245 0x0010 ! 74
1112070 0x0020 ! 75
1131075 0x0010 ! 76
1150260 0x0020 ! 77
1169635 0x0010 ! 78
1189200 0x0020 ! 79
1208960 0x0010 ! 80
1228930 0x0020 ! 81
1249105 0x0010 ! 82
1269500 0x0020 ! 83
1290120 0x0010 ! 84
1310975 0x0020 ! 85
1332070 0x0010 ! 86
1353410 0x0020 ! 87
1375010 0x0010 ! 88
1396880 0x0020 ! 89
1419025 0x0010 ! 90
1441460 0x0020 ! 91
1464195 0x0010 ! 92
1487245 0x0020 ! 93
1510620 0x0010 ! 94
1534330 0x0020 ! 95
1558400 0x0010 ! 96
1582845 0x0020 ! 97
1607675 0x0010 ! 98
1632915 0x0020 ! 99
1658585 0x0010 ! 100
1684710 0x0020 ! 101
1711310 0x0010 ! 102
1738415 0x0020 ! 103
1766060 0x0010 ! 104
1794265 0x0020 ! 105
1823080 0x0010 ! 106
1852535 0x0020 ! 107
1882685 0x0010 ! 108
1913570 0x0020 ! 109
1945260 0x0010 ! 110
1977810 0x0020 ! 111
2011300 0x0010 ! 112
2045810 0x0020 ! 113
2081450 0x0010 ! 114
2118335 0x0020 ! 115
2156600 0x0010 ! 116
2196415 0x0020 ! 117
2237985 0x0010 ! 118
2281570 0x0020 ! 119
2327490 0x0010 ! 120
2376165 0x0020 ! 121
2428165 0x0010 ! 122
2484275 0x0000 ! 123
2619553 0x0000 ! 124
#
#
#
