#
#
#
#
1010 0x0010 ! 
11375 0x0020 ! 1
23140 0x0010 ! 2
34955 0x0020 ! 3
46815 0x0010 ! 4
58725 0x0020 ! 5
70685 0x0010 ! 6
82695 0x0020 ! 7
94760 0x0010 ! 8
106875 0x0020 ! 9
119045 0x0010 ! 10
131265 0x0020 ! 11
143545 0x0010 ! 12
155875 0x0020 ! 13
168265 0x0010 ! 14
180705 0x0020 ! 15
193210 0x0010 ! 16
205770 0x0020 ! 17
218385 0x0010 ! 18
231065 0x0020 ! 19
243805 0x0010 ! 20
256605 0x0020 ! 21
269465 0x0010 ! 22
282395 0x0020 ! 23
295385 0x0010 ! 24
308440 0x0020 ! 25
321560 0x0010 ! 26
334750 0x0020 ! 27
348010 0x0010 ! 28
361335 0x0020 ! 29
374735 0x0010 ! 30
388205 0x0020 ! 31
401745 0x0010 ! 32
415365 0x0020 ! 33
429055 0x0010 ! 34
442825 0x0020 ! 35
456670 0x0010 ! 36
470595 0x0020 ! 37
484600 0x0010 ! 38
498685 0x0020 ! 39
512860 0x0010 ! 40
527115 0x0020 ! 41
541455 0x0010 ! 42
555885 0x0020 ! 43
570405 0x0010 ! 44
585015 0x0020 ! 45
599720 0x0010 ! 46
614520 0x0020 ! 47
629415 0x0010 ! 48
644410 0x0020 ! 49
659505 0x0010 ! 50
674705 0x0020 ! 51
690005 0x0010 ! 52
705415 0x0020 ! 53
720935 0x0010 ! 54
736565 0x0020 ! 55
752310 0x0010 ! 56
768170 0x0020 ! 57
784155 0x0010 ! 58
800255 0x0020 ! 59
816485 0x0010 ! 60
832840 0x0020 ! 61
849325 0x0010 ! 62
865945 0x0020 ! 63
882705 0x0010 ! 64
899600 0x0020 ! 65
916645 0x0010 ! 66
933835 0x0020 ! 67
951180 0x0010 ! 68
968680 0x0020 ! 69
986340 0x0010 ! 70
1004165 0x0020 ! 71
1022160 0x0010 ! 72
1040330 0x0020 ! 73
1058680 0x0010 ! 74
1077215 0x0020 ! 75
1095945 0x0010 ! 76
1114865 0x0020 ! 77
1133995 0x0010 ! 78
1153330 0x0020 ! 79
1172885 0x0010 ! 80
1192665 0x0020 ! 81
1212680 0x0010 ! 82
1232935 0x0020 ! 83
1253435 0x0010 ! 84
1274200 0x0020 ! 85
1295235 0x0010 ! 86
1316550 0x0020 ! 87
1338155 0x0010 ! 88
1360065 0x0020 ! 89
1382295 0x0010 ! 90
1404855 0x0020 ! 91
1427760 0x0010 ! 92
1451035 0x0020 ! 93
1474685 0x0010 ! 94
1498740 0x0020 ! 95
1523220 0x0010 ! 96
1548140 0x0020 ! 97
1573535 0x0010 ! 98
1599425 0x0020 ! 99
1625845 0x0010 ! 100
1652830 0x0020 ! 101
1680410 0x0010 ! 102
1708635 0x0020 ! 103
1737550 0x0010 ! 104
1767210 0x0020 ! 105
1797670 0x0010 ! 106
1829000 0x0020 ! 107
1861280 0x0010 ! 108
1894610 0x0020 ! 109
1929085 0x0010 ! 110
1964840 0x0020 ! 111
2002035 0x0010 ! 112
2040845 0x0020 ! 113
2081510 0x0010 ! 114
2124325 0x0020 ! 115
2169670 0x0010 ! 116
2218055 0x0020 ! 117
2270190 0x0010 ! 118
2327105 0x0020 ! 119
2390435 0x0010 ! 120
2463005 0x0020 ! 121
2550690 0x0010 ! 122
2671400 0x0000 ! 123
2907615 0x0000 ! 124
#
#
#
