# vx_i: 430.00 vx_f:   0.00 stages:123 phase:  55.93 mass:  17.00
#
#
[1]
        1010     0x0010     !  
       11395     0x0020     !    1
       24250     0x0010     !    2
       37155     0x0020     !    3
       50120     0x0010     !    4
       63130     0x0020     !    5
       76200     0x0010     !    6
       89320     0x0020     !    7
      102500     0x0010     !    8
      115735     0x0020     !    9
      129025     0x0010     !   10
      142375     0x0020     !   11
      155780     0x0010     !   12
      169245     0x0020     !   13
      182770     0x0010     !   14
      196360     0x0020     !   15
      210005     0x0010     !   16
      223715     0x0020     !   17
      237490     0x0010     !   18
      251325     0x0020     !   19
      265230     0x0010     !   20
      279195     0x0020     !   21
      293230     0x0010     !   22
      307335     0x0020     !   23
      321505     0x0010     !   24
      335750     0x0020     !   25
      350060     0x0010     !   26
      364445     0x0020     !   27
      378900     0x0010     !   28
      393435     0x0020     !   29
      408040     0x0010     !   30
      422725     0x0020     !   31
      437485     0x0010     !   32
      452325     0x0020     !   33
      467245     0x0010     !   34
      482245     0x0020     !   35
      497330     0x0010     !   36
      512500     0x0020     !   37
      527755     0x0010     !   38
      543095     0x0020     !   39
      558525     0x0010     !   40
      574045     0x0020     !   41
      589660     0x0010     !   42
      605365     0x0020     !   43
      621165     0x0010     !   44
      637065     0x0020     !   45
      653060     0x0010     !   46
      669160     0x0020     !   47
      685360     0x0010     !   48
      701665     0x0020     !   49
      718075     0x0010     !   50
      734595     0x0020     !   51
      751225     0x0010     !   52
      767970     0x0020     !   53
      784830     0x0010     !   54
      801805     0x0020     !   55
      818905     0x0010     !   56
      836125     0x0020     !   57
      853470     0x0010     !   58
      870945     0x0020     !   59
      888555     0x0010     !   60
      906295     0x0020     !   61
      924175     0x0010     !   62
      942190     0x0020     !   63
      960355     0x0010     !   64
      978665     0x0020     !   65
      997130     0x0010     !   66
     1015745     0x0020     !   67
     1034525     0x0010     !   68
     1053465     0x0020     !   69
     1072570     0x0010     !   70
     1091850     0x0020     !   71
     1111310     0x0010     !   72
     1130950     0x0020     !   73
     1150775     0x0010     !   74
     1170790     0x0020     !   75
     1191010     0x0010     !   76
     1211430     0x0020     !   77
     1232060     0x0010     !   78
     1252910     0x0020     !   79
     1273985     0x0010     !   80
     1295290     0x0020     !   81
     1316835     0x0010     !   82
     1338625     0x0020     !   83
     1360675     0x0010     !   84
     1382990     0x0020     !   85
     1405580     0x0010     !   86
     1428455     0x0020     !   87
     1451630     0x0010     !   88
     1475110     0x0020     !   89
     1498915     0x0010     !   90
     1523055     0x0020     !   91
     1547545     0x0010     !   92
     1572400     0x0020     !   93
     1597640     0x0010     !   94
     1623280     0x0020     !   95
     1649340     0x0010     !   96
     1675840     0x0020     !   97
     1702810     0x0010     !   98
     1730265     0x0020     !   99
     1758240     0x0010     !  100
     1786770     0x0020     !  101
     1815875     0x0010     !  102
     1845605     0x0020     !  103
     1875995     0x0010     !  104
     1907090     0x0020     !  105
     1938945     0x0010     !  106
     1971620     0x0020     !  107
     2005180     0x0010     !  108
     2039700     0x0020     !  109
     2075265     0x0010     !  110
     2111980     0x0020     !  111
     2149965     0x0010     !  112
     2189360     0x0020     !  113
     2230335     0x0010     !  114
     2273095     0x0020     !  115
     2317900     0x0010     !  116
     2365070     0x0020     !  117
     2415030     0x0010     !  118
     2468335     0x0020     !  119
     2525775     0x0010     !  120
     2588485     0x0020     !  121
     2658255     0x0010     !  122
     2738210     0x0000     !  123
     2863575     0x0000     !  124
#
#
# vx_i: 430.00 vx_f:  60.15 stages:123 phase:  55.93 mass:  17.00
